http://www.aibl.fr/membres/academiciens-depuis-1663/;;;;;;;;;;
;;;;;;;;;;
"de 1663 à 1701 : une seule catégorie, celle de membre (M) ;";;;;;;;;;;
"de 1701 à 1793 : ont été retenues les catégories de membres honoraire (H), pensionnaire (P) et d’associé libre (AL) ; les deux premières correspondent à celles des membres actuels, la dernière à celle des associés étrangers ;";;;;;;;;;;
"de 1795 à 1816 : les différentes catégories de membres ont été fondues ensemble (M) ; s’y ajoutent des associés étrangers (AE) ;";;;;;;;;;;
"de 1816 à 1999 : trois catégories de membres : membre ordinaire (O), membre libre (L) et associé étranger (AE) ;";;;;;;;;;;
depuis 1999 : une seule catégorie, celle de membre (M), à laquelle s’adjoignent des associés étrangers (AE).;;;;;;;;;;
;;;;;;;;;;
FullName;VIAF Number;Pseudonym (dit);;;;;;;;
 FALCONET, Camille (1671 - P 1744 - 1762);;;;;;;;;;
 FARAL, Edmond, Marie, Louis (1882 - O 1936 - 1958);;;;;;;;;;
 FAURIEL, Claude-Charles (1772 - O 1836 - 1844);;;;;;;;;;
 FAURIS de SAINT-VINCENS, Alexandre-Jules-Antoine (1750 - L 1816 - 1819);;;;;;;;;;
 FAURIS de SAINT-VINCENS, Jules-François-Paul (1718 - AL 1786 - 1798);;;;;;;;;;
 FAVIER, Jean (1932 - O 1985);;;;;;;;;;
 FAWTIER, Robert, Oswald, Louis, Eugène (1885 - O 1946 - 1966);;;;;;;;;;
 FÉLIBIEN, André (1619 - M 1683 - 1695);;;;;;;;;;
 FÉLIBIEN, Jean-François (1658 - P 1701 - 1733);;;;;;;;;;
 FERRARY, Jean-Louis (1948 - M 2005);;;;;;;;;;
 FESTUGIÈRE, le R. P. André-Jean, Paul, Philippe (1898 - O 1958 - 1982);;;;;;;;;;
 FEVRET de FONTETTE, Charles-Marie (1710 - AL 1771 - 1772);;;;;;;;;;
 FILLIOZAT, Jean, Lucien, Antoine (1906 - O 1966 - 1982);;;;;;;;;;
 FILLIOZAT, Pierre-Sylvain (1936 - M 2000);;;;;;;;;;
 FINOT, Louis (1864 - L 1933 - 1935);;;;;;;;;;
 FLACELIÈRE, Émile, Robert (1904 - O 1967 - 1982);;;;;;;;;;
 FLEISCHER, Heinrich-Leberecht (1801 - AE 1867 - 1888);;;;;;;;;;
 FLEURY, André-Hercule, cardinal de (1653 - H 1723 - 1743);;;;;;;;;;
 FLICHE, Marie, Joseph, Henri, Savinien, Augustin (1884 - L 1941 - 1951);;;;;;;;;;
 FONCEMAGNE, Étienne LAUREAULT de (1694 - P 1745 - 1779);;;;;;;;;;
 FONTAINE, Jacques (1922 - O 1983);;;;;;;;;;
 FONTENU, l’abbé Louis-François de (1667 - P 1742 - 1759);;;;;;;;;;
 FORTIA d’URBAN, Agricol-Joseph-François-Xavier-Pierre-Esprit-Simon-Paul- Antoine, marquis de (1756 - L 1830 - 1843);;;;;;;;;;
 FORTOUL, Hippolyte-Nicolas-Honoré (1811 - O 1855 - 1856);;;;;;;;;;
 S. M. FOUAD Ier, roi d’Égypte (1868 - AE 1927 - 1936);;;;;;;;;;
 FOUCART, Paul, François (1836 - O 1878 - 1926);;;;;;;;;;
 FOUCAULT, Nicolas-Joseph (1643 - H 1701 - 1721);;;;;;;;;;
 FOUCHER, Alfred, Charles, Auguste (1865 - O 1928 - 1952);;;;;;;;;;
 FOUCHER, l’abbé Paul (1704 - P 1772 - 1778);;;;;;;;;;
 FOUGÈRES, Gustave, Adolphe, François (1863 - O 1922 - 1927);;;;;;;;;;
 FOURMONT, Étienne (1683 - P 1735 - 1745);;;;;;;;;;
 FOURNIER, Paul, Eugène, Louis (1853 - L 1911 - 1935);;;;;;;;;;
 FOX, Charles-James (1749 - AE 1802 - 1806);;;;;;;;;;
 FRAGUIER, Claude-François (1666 - P 1706 - 1728);;;;;;;;;;
 FRANÇOIS, Michel, Marie (1906 - O 1969 - 1981);;;;;;;;;;
 FRANK, Bernard (1927 - O 1983 - 1996);;;;;;;;;;
 FRANKE, Herbert (1914 - AE 1993 - 2011);;;;;;;;;;
 FRAZER, Sir James, George (1854 - AE 1927 - 1941);;;;;;;;;;
 FRÉDÉRIC II, landgrave de Hesse-Cassel (1720 - AL 1779 - 1785);;;;;;;;;;
 FRÉRET, Nicolas (1688 - P 1736 - 1749);;;;;;;;;;
 FUMAROLI, Marc (1932 - O 1998) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 GABBA, Emilio (1927 - AE 1999);;;;;;;;;;
 GABRIEL, Albert, Louis (1883 - L 1957 - 1972);;;;;;;;;;
 GAIL, Jean-Baptiste (1755 - M 1809 - 1829);;;;;;;;;;
 GAILLARD, Gabriel-Henri (1726 - P 1780 - 1806);;;;;;;;;;
 GANSHOF, François-Louis, Arthur, Marie (1895 - AE 1964 - 1980);;;;;;;;;;
 GARCIN de TASSY, Joseph-Héliodore-Sagesse-Vertu (1794 - O 1838 - 1878);;;;;;;;;;
 GARDINER, Sir Alan, Henderson (1879 - AE 1946 - 1963);;;;;;;;;;
 GARELLI, Paul, Georges, Marie (1924 - O 1982 - 2006);;;;;;;;;;
 GARNIER, Germain, marquis de (1754 - L 1816 - 1821);;;;;;;;;;
 GARNIER, Jean-Jacques (1729 - P 1781 - 1805);;;;;;;;;;
 GARRAN-COULON, Jean-Philippe, comte (1749 - M 1796 - 1816);;;;;;;;;;
 GARZYA, Antonio (1927 - AE 1999);;;;;;;;;;
 GAUDEFROY-DEMOMBYNES, Laurent, Joseph, Maurice (1862 - L 1935 - 1957);;;;;;;;;;
 GAUTHIER, Philippe, Jean (1935 - O 2001);;;;;;;;;;
 GAUTIER, Émile, Théodore, Léon (1832 - O 1887 - 1897);;;;;;;;;;
 GAUTIER de SIBERT (1720 - P 1786 - 1798);;;;;;;;;;
 GEDOYN, l’abbé Nicolas (1667 - P 1722 - 1744);;;;;;;;;;
 GENICOT, Léopold (1914 - AE 1979 - 1995);;;;;;;;;;
 GERHARD, Friedrich-Wilhelm-Eduard (1795 - AE 1860 - 1867);;;;;;;;;;
 GERMAIN, Alexandre-Charles (1809 - L 1876 - 1887);;;;;;;;;;
 GERNET, Jacques (1921 - O 1979);;;;;;;;;;
 GHIRSHMAN, Roman (1895 - L 1965 - 1979);;;;;;;;;;
 GIBERT, Joseph-Balthasar (1711 - P 1762 - 1771);;;;;;;;;;
 GIEYSZTOR, Alexander (1916 - AE 1981 - 1999);;;;;;;;;;
 GIMARET, Daniel (1933 - O 1995);;;;;;;;;;
 GINGUENÉ, Pierre-Louis (1748 - M 1795 - 1816);;;;;;;;;;
 GIRARD, Jules, Augustin (1825 - O 1873 - 1902);;;;;;;;;;
 GIRARD, Paul (1852 - O 1908 - 1922);;;;;;;;;;
 GIRY, Jean, Marie, Joseph, Arthur (1848 - O 1896 - 1899);;;;;;;;;;
 GLOTZ, Gustave (1862 - O 1920 - 1935);;;;;;;;;;
 GNOLI, Gherardo (1937 - AE 1999 - 2012);;;;;;;;;;
 GODART, Louis (1945 - AE 2002);;;;;;;;;;
 GOELZER, Henri, Jules, Ernest (1853 - O 1923 - 1929);;;;;;;;;;
 GORRESIO, Gaspare (1808 - AE 1876 - 1891);;;;;;;;;;
 GOSSELIN ou GOSSELLIN, Pascal-François-Joseph (1751 - M 1795 - 1830);;;;;;;;;;
 GOUKOWSKI, Paul (1938 - M 2008);;;;;;;;;;
 GOURAUD, le général Henri, Joseph, Eugène (1867 - L 1924 - 1946);;;;;;;;;;
 GOURON, André, Jean, Philippe (1931 - M 1999 - 2009);;;;;;;;;;
 GRABAR, André (1896 - O 1955 - 1990);;;;;;;;;;
 GRAMMONT, Maurice (1866 - L 1936 - 1946);;;;;;;;;;
 GRAND, Roger, Charles, Marie (1874 - L 1954 - 1962);;;;;;;;;;
 GRÉGOIRE, Clément, Gustave, Henri (1881 - AE 1951 - 1964);;;;;;;;;;
 GRÉGOIRE, Henri (1750 - M 1795 - 1831);;;;;;;;;;
 GRENIER, Albert, Jules, Eugène (1878 - O 1942 - 1961);;;;;;;;;;
 GRIMAL, Nicolas, Christophe (1948 - M 2006);;;;;;;;;;
 GRIMAL, Pierre, Antoine (1912 - O 1977 - 1996);;;;;;;;;;
 GRIMM, Jacob-Ludwig-Karl (1785 - AE 1847 - 1863);;;;;;;;;;
 GROS, Pierre, Lucien (1939 - M 2012);;;;;;;;;;
 GROSLEY, Pierre-Jean (1718 - AL 1761 - 1785);;;;;;;;;;
 GSELL, Stéphane, Charles, Émile (1864 - O 1923 - 1932);;;;;;;;;;
 GUALTERIO, le cardinal Philippe-Antoine (1660 - H 1715 - 1728);;;;;;;;;;
 GUASCO, l’abbé Octavien de (1712 - AL 1750 - 1783);;;;;;;;;;
 GUENÉE, Bernard, Marie, Albert (1927 - O 1981 - 2010);;;;;;;;;;
 GUÉRARD, Benjamin-Edme-Charles (1797 - O 1833 - 1854);;;;;;;;;;
 GUESSARD, François (l814 - O 1867 - 1882);;;;;;;;;;
 GUIDI, Ignazio (1844 - AE 1920 - 1935);;;;;;;;;;
 GUIGNES, Joseph de (1721 - P 1772 - 1800);;;;;;;;;;
 GUIGNIAUT, Joseph-Daniel (1794 - O 1837 - 1876);;;;;;;;;;
 GUILAINE, Jean (1936 - O 2011);;;;;;;;;;
 GUILLAUMONT, Antoine, Jean-Baptiste (1915 - O 1983 - 2000);;;;;;;;;;
 GUIZOT, François-Pierre-Guillaume (1787 - O 1833 - 1874);;;;;;;;;;
 S. M. GUSTAVE VI ADOLPHE, Oscar, Fredrik, Wilhelm, Olaf, roi de Suède (1882 - AE 1952 - 1973) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 HALLEUX, Robert (1946 - AE 2003);;;;;;;;;;
 HALPHEN, Louis, Sigismond, Isaac (1880 - O 1935 - 1950);;;;;;;;;;
 HAMMER-PURGSTALL, Joseph, baron de (1774 - AE 1835 - 1856);;;;;;;;;;
 HAMY, Théodore, Jules, Ernest (1842 - L 1890 - 1908);;;;;;;;;;
 HARDION, Jacques (1686 - P 1728 - 1766);;;;;;;;;;
 HASE, Carl-Benedict (1780 - O 1824 - 1864);;;;;;;;;;
 HASKINS, Charles, Homer (1870 - AE 1927 - 1937);;;;;;;;;;
 HATZOPOULOS, Miltiade (1944 - AE 1999);;;;;;;;;;
 HAUGHTON, Sir Graves Champney (1788 - AE 1837 - 1849);;;;;;;;;;
 HAURÉAU, Jean, Barthélemy (1812 - O 1862 - 1896);;;;;;;;;;
 HAUSSOULLIER, Bernard, Charles, Louis, Marie (1853 - O 1905 - 1926);;;;;;;;;;
 HAUTERIVE, Alexandre-Maurice BLANC de LANAUTTE, comte d’ (1754 - L 1820 - 1830);;;;;;;;;;
 HAUVETTE, Henri, Eugène (1865 - O 1933 - 1935);;;;;;;;;;
 HAVET, Pierre, Antoine, Louis (1849 - O 1893 - 1925);;;;;;;;;;
 HEEREN, Arnold-Hermann-Ludwig (1760 - AE 1820 - 1842);;;;;;;;;;
 HELBIG, Wolfgang (1839 - AE 1894 - 1915);;;;;;;;;;
 HÉNAULT, Charles-Jean-François (1685 - H 1755 - 1770);;;;;;;;;;
 HERMANN, Johann-Gottfried-Jacob (1772 - AE 1836 - 1848);;;;;;;;;;
 HÉRON de VILLEFOSSE, Antoine, Marie, Albert (1845 - O 1886 - 1919);;;;;;;;;;
 HERVEY de SAINT-DENYS, Marie, Jean, Léon, marquis d’ (1822 - O 1878 - 1892);;;;;;;;;;
 HEURGON, Jacques (1903 - O 1968 - 1995);;;;;;;;;;
 HEUZEY, Léon, Alexandre (1831 - O 1874 - 1922);;;;;;;;;;
 HEYNE, Christian-Gottlob (1729 - AE 1802 - 1812);;;;;;;;;;
 HILL, Sir George, Francis (1867 - AE 1936 - 1948);;;;;;;;;;
 HIRSCHFELD, Otto, Heinrich (1843 - AE 1903 - 1922);;;;;;;;;;
HINÜBER, Oskar, Leuer, Max von (1939 - AE 2008);;;;;;;;;;
 HOEPFFNER, Ernest (1879 - L 1939 - 1956);;;;;;;;;;
 HOLLEAUX, Maurice, Eugène (1861 - O 1928 - 1932);;;;;;;;;;
 HOMOLLE, Jean, Théophile (1848 - O 1892 - 1925);;;;;;;;;;
 HROZNY, Bedrich (1879 - AE 1937 - 1952);;;;;;;;;;
 HUBERT, Jean, Marie, François (1902 - O 1963 - 1994);;;;;;;;;;
 HUILLARD-BRÉHOLLES, Jean-Louis-Alphonse (1817 - O 1869 - 1871);;;;;;;;;;
 HUMBOLDT, Carl-Wilhelm, baron de (1767 - AE 1825 - 1835) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 IMBAULT-HUART, Marie, Clément (1854 - O 1919 - 1926);;;;;;;;;;
 IMBS, Joseph, Paul (1908 - L 1972 - 1987);;;;;;;;;;
 IRIGOIN-GUICHANDUT, Jean, Marie, Sauveur (1920 - O 1981 - 2006);;;;;;;;;;
 ISELIN, Jacques-Christophe (1681 - H 1718 - 1737) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 JABLONOVSKI, Joseph-Alexandre, prince de (1712 - AL 1761 - 1777);;;;;;;;;;
 JACOBS, Christian-Friedrich-Wilhehm (1764 - AE 1835 - 1847);;;;;;;;;;
 JAMOT, Paul (1863 - L 1932 - 1939);;;;;;;;;;
 JARRIGE, Jean-François (1940 - O 1997);;;;;;;;;;
 JAUBERT, Pierre-Amédée-Émilien-Probe (1779 - O 1830 - 1847);;;;;;;;;;
 JEANROY, Marie, Henri, Gustave, Alfred (1859 - O 1922 - 1953);;;;;;;;;;
 JEFFERSON, Thomas (1743 - AE 1801 - 1826);;;;;;;;;;
 JERPHANION, le R. P. Anatole, Marie, Guillaume de (1877 - L 1947 - 1948);;;;;;;;;;
JAO Tsung-I;;;;;;;;;;
 JOMARD, Edme-François (1777 - O 1818 - 1862);;;;;;;;;;
 JORET, Pierre, Louis, Charles, Richard (1829 - L 1901 - 1914);;;;;;;;;;
 JORGA, Nicolas (1871 - AE 1932 - 1940);;;;;;;;;;
 JOSI, Enrico (1885 - AE 1960 - 1975);;;;;;;;;;
 JOUANNA, Jacques, Jean (1935 - O 1997);;;;;;;;;;
 JOUGUET, Pierre, Félix, Amédée (1869 - O 1927 - 1949);;;;;;;;;;
 JOURDAIN, Charles-Marie-Gabriel BRÉCHILLET (1817 - O 1863 - 1886);;;;;;;;;;
 JULIEN, Aignan-Stanislas (1799 - O 1833 - 1873);;;;;;;;;;
 JULLIAN, Louis, Camille (1859 - O 1908 - 1933) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 KARAGEORGHIS, Vassos (1929 - AE 1984);;;;;;;;;;
 KEIL, Joseph (1879 - AE 1955 - 1963);;;;;;;;;;
 KENYON, Sir Frederic-George (1863 - AE 1920 - 1952);;;;;;;;;;
 KERN, Jan, Hendrik, Caspar (1833 - AE 1907 - 1917);;;;;;;;;;
 KLOPSTOCK, Friedrich-Gottlieb (1724 - AE 1802 - 1803);;;;;;;;;;
 KNOEPFLER, Denis (1944 - AE 2003);;;;;;;;;;
 KRAMER, Samuel-Noah (1897 - AE 1970 - 1990);;;;;;;;;;
 KRISTELLER, Paul-Oskar (1905 - AE 1991 - 1999);;;;;;;;;;
 KURYLOWICZ, Jerzy (1895 - AE 1964 - 1978) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
 LABANDE, Honoré-Laurent, dit Léon-Honoré (1867 - L 1927 - 1939);;;;;;;;;;
 LABARTE, Charles-Jules (1797 - L 1871 - 1880);;;;;;;;;;
 LABAT, René (1904 - O 1968 - 1974);;;;;;;;;;
 LA BLETTERIE, l’abbé Jean-Philippe-René de (1696 - P 1760 - 1772);;;;;;;;;;
 LABORDE, Alexandre, comte de (1853 - L 1917 - 1944);;;;;;;;;;
 LABORDE, Alexandre, Louis, Joseph, comte de (1773 - M 1813 - 1842);;;;;;;;;;
 LABORDE, Léon, Emmanuel, Simon, Joseph, marquis de (1807 - O 1842 - 1869);;;;;;;;;;
 LA BORDERIE, Louis, Arthur LE MOYNE de (1827 - L 1889 - 1901);;;;;;;;;;
 LA BOULAYE, Édouard-René LEFEBVRE (1811 - O 1845 - 1883);;;;;;;;;;
 LABRIOLLE, Pierre, Henri, Marie CHAMPAGNE de (1874 - L 1936 - 1940);;;;;;;;;;
 LACAU, Pierre, Lucien (1873 - O 1939 - 1963);;;;;;;;;;
 LA COSTE-MESSELIÈRE, Pierre, René, Marie, Fernand, Médéric, François FROTIER, marquis de (1894 - O 1944 - 1975);;;;;;;;;;
 LACURNE de SAINTE-PALAYE, Jean-Baptiste de (1697 - P 1748 - 1781);;;;;;;;;;
 LA GENIÈRE, Juliette de (1927 - M 2000);;;;;;;;;;
 LA GRANGE, Adélaïde-Édouard LELIÈVRE, marquis de (1796 - L 1846 - 1876);;;;;;;;;;
 LAIR, Jules, Auguste (1836 - L 1901 - 1907);;;;;;;;;;
 LAJARD, Jean-Baptiste-Félix (1783 - O 1830 - 1858);;;;;;;;;;
 LAKANAL, Joseph (1762 - M 1795 - 1845) (exclu en 1816);;;;;;;;;;
 LAMBERT, Élie (1888 - O 1954 - 1961);;;;;;;;;;
 LAMBERTERIE, Charles de (1945 - M 2010);;;;;;;;;;
 LAMOIGNON, Chrétien-François de (1644 - H 1701 - 1709);;;;;;;;;;
 LAMOIGNON, Chrétien-Guillaume de, seigneur de Bâville (1712 - H 1743 - 1759);;;;;;;;;;
 LAMOIGNON de MALESHERBES, Chrétien-Guillaume de (1721 - H 1759 - 1794);;;;;;;;;;
 LAMOTTE, Mgr Étienne, Paul, Marie (1903 - AE 1969 - 1983);;;;;;;;;;
 LANCEL, Serge (1928 - M 2001 - 2005);;;;;;;;;;
 LÅNGFORS, Arthur, Isak, Edvard (1881 - AE 1947 - 1959);;;;;;;;;;
 LANGLÈS, Louis-Mathieu (1763 - M 1795 - 1824);;;;;;;;;;
 LANGLOIS, Charles-Victor, Marie (1863 - O 1917 - 1929);;;;;;;;;;
 LANGLOIS, Sirnon-Alexandre (1788 - O 1835 - 1854);;;;;;;;;;
 LANJUINAIS, Jean-Denis, comte de (1753 - M 1808 - 1827);;;;;;;;;;
 LANTIER, Raymond, François (1886 - O 1946 - 1980);;;;;;;;;;
 LAOUST, Henri, Ernest, Émile (1905 - O 1974 - 1983);;;;;;;;;;
 LA PORTE DU THEIL, François-Jean-Gabriel de (1742 - P 1787 - 1815);;;;;;;;;;
 LARCHER, Pierre-Henri (1726 - M 1796 - 1812);;;;;;;;;;
 LAROCHE, Emmanuel, Pierre (1914 - L 1972 - 1991);;;;;;;;;;
 LARONDE, André, Charles, Louis (1940 - M 2002 - 2011);;;;;;;;;;
 LA SAUSSAYE, Jean-François de Paule-Louis de (1801 - O 1845 - 1878);;;;;;;;;;
 LASSEN, Christian (1800 - AE 1860 - 1876);;;;;;;;;;
 LASTEYRIE DU SAILLANT, Ferdinand-Charles-Léon, comte de (1810 - L 1860 - 1879);;;;;;;;;;
 LASTEYRIE DU SAILLANT, Robert, Charles, comte de (1849 - O 1890 - 1921);;;;;;;;;;
 LA TRÉMOÏLLE, Louis-Charles, duc de (1838 - L 1899 - 1911);;;;;;;;;;
 LAVAGNE, Henri, Jules, André (1939 - M 2006);;;;;;;;;;
 L’AVERDY, Clément-Charles-François de (1723 - H 1764 - 1793);;;;;;;;;;
LA VILLEMARQUÉ, Théodore-Claude-Henri HERSART, vicomte de (1815 - L 1858 - 1895);;;;;;;;;;
LAYARD, Sir Austen-Henry (1817 - AE 1889 - 1894);;;;;;;;;;
LAZARD, Gilbert, Léon, Jean (1920 - O 1980);;;;;;;;;;
 LE BAS, Philippe (1794 - O 1838 - 1860);;;;;;;;;;
 LE BEAU, Charles (1701 - P 1767 - 1778);;;;;;;;;;
 LEBÈGUE, Raymond, Charles (1895 - O 1955 - 1984);;;;;;;;;;
 LE BEUF, l’abbé Jean (1687 - P 1759 - 1760);;;;;;;;;;
 LE BLANT, Edmond, Frédéric (1818 - O 1867 - 1897);;;;;;;;;;
 LE BLOND, Gaspard-Michel (1738 - M 1795 - 1809);;;;;;;;;;
 LE BRETON, Joachim (1760 - M 1796 - 1819);;;;;;;;;;
 LE BRUN, Charles-François (1739 - M 1801 - 1824);;;;;;;;;;
 LECLANT, Jean (1920 - O 1974 - 2011);;;;;;;;;;
 LE CLERC, Joseph-Victor (1789 - O 1834 - 1865);;;;;;;;;;
 LECOY, Félix (1903 - O 1966 - 1997);;;;;;;;;;
 LEFEBVRE, Gustave, Désiré, Louis (1879 - O 1942 - 1957);;;;;;;;;;
 LEFRANC, Abel, Jules, Maurice (1863 - O 1927 - 1952);;;;;;;;;;
 LÉGER, Louis, Paul, Marie (1843 - O 1900 - 1923);;;;;;;;;;
 LEGRAND, Philippe, Alexandre, Ernest, Félix (1866 - L 1933 - 1953);;;;;;;;;;
 LEJAY, l’abbé Paul, Antoine, Augustin (1861 - O 1919 - 1920);;;;;;;;;;
 LEJEUNE, Michel (1907 - O 1963 - 2000);;;;;;;;;;
 LEMERLE, Paul, Émile (1903 - O 1966 - 1989);;;;;;;;;;
 LENORMANT, Charles (1802 - O 1839 - 1859);;;;;;;;;;
 LENORMANT, Charles-François (1837 - O 1881 - 1883);;;;;;;;;;
 LE PELLETIER de SOUZY, Michel (1640 - H 1701 - 1725);;;;;;;;;;
 LE PRÉVOST, Auguste (1787 - L 1838 - 1859);;;;;;;;;;
 LE PRÉVOST d’IRAY, Chrétien-Siméon, vicomte (1768 - O 1818 - 1849);;;;;;;;;;
 LE RIDER, Georges, Charles (1928 - O 1989);;;;;;;;;;
 LEROI-GOURHAN, André, Léandre (1911 - O 1980 - 1986);;;;;;;;;;
 LE ROY, Julien-David (1724 - P 1786 - 1803);;;;;;;;;;
 LEROY, Maurice (1909 - AE 1979 - 1990);;;;;;;;;;
 LE TELLIER, le Père Michel (1643 - H 1709 - 1718);;;;;;;;;;
 LETRONNE, Antoine-Jean (1787 - O 1816 - 1848);;;;;;;;;;
 LÉVÊQUE de BURIGNY Jean (1692 - P 1756 - 1785);;;;;;;;;;
 LÉVÊQUE de POUILLY, Jean-Simon (1734 - AL 1768 - 1820);;;;;;;;;;
 LEVESQUE, Pierre-Charles (1736 - M 1795 - 1812);;;;;;;;;;
 LEVESQUE de RAVALIÈRE, Pierre-Alexandre (1697 - P 1761 - 1762);;;;;;;;;;
 LEVI DELLA VIDA, Giorgio (1886 - AE 1963 - 1967);;;;;;;;;;
 LEWIS, Peter, Shervey (1931 - AE 1995);;;;;;;;;;
 LIENHARD, Siegfried (1924 - AE 1998 - 2011);;;;;;;;;;
 LITTRÉ, Maximilien-Paul-Émile (1801 - O 1839 - 1881);;;;;;;;;;
 LOBECK, Christian-August (1781 - AE 1849 - 1860);;;;;;;;;;
 LODS, le pasteur François, Paul, Adolphe (1867 - O 1935 - 1948);;;;;;;;;;
 LOMÉNIE de BRIENNE, Étienne-Charles, cardinal de (1727 - H 1787 - 1794);;;;;;;;;;
 LOMMATZSCH, Erhard, Friedrich (1886 - AE 1972 - 1975);;;;;;;;;;
 LONGNON, Auguste, Honoré (1844 - O 1886 - 1911);;;;;;;;;;
 LONGPÉRIER, Henry-Adrien PRÉVOST de (1816 - O 1854 - 1882);;;;;;;;;;
 LOT, Ferdinand, Henri, Victor (1866 - O 1924 - 1952);;;;;;;;;;
 LOTH, Joseph, Marie (1847 - O 1919 - 1934);;;;;;;;;;
 LOUBAT, Joseph, Florimond, duc de (1831 - AE 1907 - 1927);;;;;;;;;;
 LOUBÈRE, Simon de la (1642 - P 1701 - 1729);;;;;;;;;;
 LOUVOIS, l’abbé Camille LE TELLIER de (1675 - H 1705 - 1718);;;;;;;;;;
 LOWE, Elias Avery (1879 - AE 1964 - 1969);;;;;;;;;;
 LUCE, Auguste-Siméon (1833 - O 1882 - 1892);;;;;;;;;;
 LUGLI, Giuseppe, Aurelio (1890 - AE 1964 - 1967);;;;;;;;;;
 LUYNES, Honoré-Théodoric-Paul-Joseph d’ALBERT, duc de (1802 - L 1830 - 1867) ;;;;;;;;;;
;;;;;;;;;;
Retour en haut de page;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
MABILLON, dom Jean (1632 - H 1701 - 1707);;;;;;;;;;
MADVIG, Johann-Nicolaus (1804 - AE 1876 - 1886);;;;;;;;;;
MAFFEI, Domenico (1925 - AE 1999 - 2009);;;;;;;;;;
MAFFEI, François-Scipion (1675 - H 1734 - 1755);;;;;;;;;;
MAGNIN, Charles (1793 - O 1838 - 1862);;;;;;;;;;
MAHÉ, Jean-Pierre (1944 - M 2001);;;;;;;;;;
MAÏ, le cardinal Angelo (1782 - AE 1842 - 1854);;;;;;;;;;
MÂLE, Mathieu, Émile (1862 - O 1918 - 1954);;;;;;;;;;
MALLOWAN, Sir Max, Edgar, Lucien (1904 - AE 1964 - 1978);;;;;;;;;;
MANTRAN, Robert (1917 - L 1990 - 1999);;;;;;;;;;
MARCADÉ, Jean, Adrien, Joseph (1920 - O 1983);;;;;;;;;;
MARÇAIS, Georges, Alfred (1876 - L 1940 - 1962);;;;;;;;;;
MARÇAIS, William, Ambroise (1872 - O 1927 - 1956);;;;;;;;;;
MARICHAL, Robert, Pierre (1904 - O 1974 - 1999);;;;;;;;;;
MARIETTE, Auguste-Édouard (1821 - O 1878 - 1881);;;;;;;;;;
MARIN, Emilio (1951 - AE 2003);;;;;;;;;;
MAROT, Pierre, Eugène, Alexandre (1900 - L 1958 - 1992);;;;;;;;;;
MAROUZEAU, Jules, Émile (1878 - O 1945 - 1964);;;;;;;;;;
MARROU, Henri-Irénée (1904 - O 1967 - 1977);;;;;;;;;;
MARTIN, Robert (1936 - M 2003);;;;;;;;;;
MARTIN, Roland (1912 - O 1975 - 1997);;;;;;;;;;
MARSHAK, Boris (1933 - AE 2002 - 2006);;;;;;;;;;
MARTIN, Thomas-Henri (1813 - L 1871 - 1884);;;;;;;;;;
MAS-LATRIE, Jacques, Marie, Joseph, Louis, comte de (1815 - L 1885 - 1897);;;;;;;;;;
MASPERO, Gaston, Camille, Charles (1846 - O 1883 - 1916);;;;;;;;;;
MASPERO, Henri, Paul, Gaston (1883 - O 1935 - 1945);;;;;;;;;;
MASSALSKI, le prince-évêque Ignace (s. d. - AL 1772 - 1794);;;;;;;;;;
MASSÉ, Marie, Nicolas, Philippe, Henri (1886 - L 1941 - 1969);;;;;;;;;;
MASSIEU, l’abbé Guillaume (1665 - P 1711 - 1722);;;;;;;;;;
MATTHIAE, Paolo (1940 - AE 2004);;;;;;;;;;
MAUREPAS, Jean-Frédéric PHÉLYPEAUX, comte de (1701 - H 1736 - 1781);;;;;;;;;;
MAURY, Louis-Ferdinand-Alfred (1817 - O 1857 - 1892);;;;;;;;;;
MAZON, André, Auguste (1881 - O 1941 - 1967);;;;;;;;;;
MAZON, Maurice, Paul, Emmanuel (1874 - O 1927 - 1955);;;;;;;;;;
MAZZOCHI, l’abbé Alexis-Symmaque (1684 - AL 1757 - 1771);;;;;;;;;;
