;http://www.asmp.fr/presentation/academiciens.htm;;;;;;;;;;;;;;;;;
;Full Name;VIAF;VIAF URL;URL www.asmp.fr;Birth Year;Death Year;Also Known As;Start Day;End Date;Seat;Section;Section Number;WikiName;Wiki URL;;;;
;Alexandre de LABORDE;;;;;;;1932;;3;Économie politique et statistique;III;;;;;;
;Joseph NAUDET;;;;;;;1932;;3;Histoire générale et philosophique;V;;;;;;
;Georges DUMAS;;;;;;;1933;;3;Philosophie;I;;;;;;
;Édouard JORDAN;;;;;;;1933;;6;Histoire générale et philosophique;V;;;;;;
;Mgr Charles RUCH;;;;;;;1933;;9;Membres libres;VI;;;;;;
;Louis MARLIO;;;;;;;1934;;2;Économie politique et statistique;III;;;;;;
;François CHARLES-ROUX;;;;;;;1934;;8;Histoire générale et philosophique;V;;;;;;
;Gaston DOUMERGUE;;;;;;;1934;;3;Membres libres;VI;;;;;;
;Eugène SCHNEIDER;;;;;;;1934;;6;Membres libres;VI;;;;;;
;Paul TIRARD;;;;;;;1935;;2;Législation, droit public et jurisprudence;II;;;;;;
;Georges PAGÈS;;;;;;;1935;;5;Histoire générale et philosophique;V;;;;;;
;Jean LÉPINE;;;;;;;1935;;4;Membres libres;VI;;;;;;
;François ALBERT-BUISSON;;;;;;;1936;;7;Législation, droit public et jurisprudence;II;;;;;;
;Edgard ALLIX;;;;;;;1936;;4;Économie politique et statistique;III;;;;;;
;Albert AUPETIT;;;;;;;1936;;8;Économie politique et statistique;III;;;;;;
;Firmin ROZ;;;;;;;1936;;1;Histoire générale et philosophique;V;;;;;;
;Georges RIPERT;;;;;;;1937;;1;Législation, droit public et jurisprudence;II;;;;;;
;Étienne de NALÈCHE;;;;;;;1937;;3;Membres libres;VI;;;;;;
;Georges PICHAT;;;;;;;1938;;8;Législation, droit public et jurisprudence;II;;;;;;
;Augustin BERNARD;;;;;;;1938;;7;Histoire générale et philosophique;V;;;;;;
;Marquis de LILLERS;;;;;;;1938;;2;Membres libres;VI;;;;;;
;Albert RIVAUD;;;;;;;1939;;4;Philosophie;I;;;;;;
;Jean LABBÉ;;;;;;;1939;;4;Législation, droit public et jurisprudence;II;;;;;;
;Édouard PAYEN;;;;;;;1939;;4;Économie politique et statistique;III;;;;;;
;Émile MIREAUX;;;;;;;1940;;1;Économie politique et statistique;III;;;;;;
;Pierre CHAMPION;;;;;;;1940;;5;Histoire générale et philosophique;V;;;;;;
;Émile BRÉHIER;;;;;;;1944;;2;Philosophie;I;;;;;;
;Jules BASDEVANT;;;;;;;1944;;5;Législation, droit public et jurisprudence;II;;;;;;
;Jacques RUEFF;;;;;;;1944;;8;Économie politique et statistique;III;;;;;;
;Émile DARD;;;;;;;1944;;2;Histoire générale et philosophique;V;;;;;;
;Léon NOËL;;;;;;;1944;;7;Membres libres;VI;;;;;;
;Louis MARIN;;;;;;;1944;;10;Membres libres;VI;;;;;;
;Dominique PARODI;;;;;;;1945;;6;Philosophie;I;;;;;;
;Julliot de LA MORANDIÈRE;;;;;;;1946;;3;Législation, droit public et jurisprudence;II;;;;;;
;Olivier MOREAU-NÉRET;;;;;;;1946;;3;Économie politique et statistique;III;;;;;;
;Pierre RENOUVIN;;;;;;;1946;;4;Histoire générale et philosophique;V;;;;;;
;Camille BLOCH;;;;;;;1946;;5;Histoire générale et philosophique;V;;;;;;
;Paul BASTID;;;;;;;1946;;6;Histoire générale et philosophique;V;;;;;;
;Marc BŒGNER;;;;;;;1946;;1;Membres libres;VI;;;;;;
;Jacques LACOUR-GAYET;;;;;;;1946;;2;Membres libres;VI;;;;;;
;Raoul DAUTRY;;;;;;;1946;;6;Membres libres;VI;;;;;;
;Louis LAVELLE;;;;;;;1947;;3;Philosophie;I;;;;;;
;René CASSIN;;;;;;;1947;;2;Législation, droit public et jurisprudence;II;;;;;;
;Marcel PLAISANT;;;;;;;1947;;4;Législation, droit public et jurisprudence;II;;;;;;
;Joseph HAMEL;;;;;;;1947;;6;Législation, droit public et jurisprudence;II;;;;;;
;Marcel DUNAN;;;;;;;1947;;2;Histoire générale et philosophique;V;;;;;;
;Jacques CHASTENET;;;;;;;1947;;3;Histoire générale et philosophique;V;;;;;;
;André HONNORAT;;;;;;;1947;;5;Membres libres;VI;;;;;;
;Mgr Georges CHEVROT;;;;;;;1947;;9;Membres libres;VI;;;;;;
;René LE SENNE;;;;;;;1948;;5;Philosophie;I;;;;;;
;Maurice PRADINES;;;;;;;1949;;8;Philosophie;I;;;;;;
;Bertrand NOGARO;;;;;;;1949;;6;Économie politique et statistique;III;;;;;;
;Lucien FEBVRE;;;;;;;1949;;5;Histoire générale et philosophique;V;;;;;;
;Daniel HALÉVY;;;;;;;1949;;7;Histoire générale et philosophique;V;;;;;;
;Daniel SERRUYS;;;;;;;1949;;3;Membres libres;VI;;;;;;
;Gabriel PUAUX;;;;;;;1951;;8;Législation, droit public et jurisprudence;II;;;;;;
;Louis BAUDIN;;;;;;;1951;;6;Économie politique et statistique;III;;;;;;
;René ROY;;;;;;;1951;;7;Économie politique et statistique;III;;;;;;
;Charles MALÉGARIE;;;;;;;1951;;3;Membres libres;VI;;;;;;
;Général Pierre KŒNIG;;;;;;;1951;;5;Membres libres;VI;;;;;;
;Albert SCHWEITZER;;;;;;;1951;;8;Membres libres;VI;;;;;;
;Gabriel MARCEL;;;;;;;1952;;2;Philosophie;I;;;;;;
;Georges DAVY;;;;;;;1952;;3;Philosophie;I;;;;;;
;Henri de PEYERIMHOFF;;;;;;;1952;;6;Membres libres;VI;;;;;;
;Alfred POSE;;;;;;;1953;;2;Économie politique et statistique;III;;;;;;
;Maxime LEROY;;;;;;;1954;;2;Membres libres;VI;;;;;;
;Émile GIRARDEAU;;;;;;;1954;;6;Membres libres;VI;;;;;;
;Gaston BERGER;;;;;;;1955;;5;Philosophie;I;;;;;;
;Gaston BACHELARD;;;;;;;1955;;7;Philosophie;I;;;;;;
;René POIRIER;;;;;;;1956;;6;Philosophie;I;;;;;;
;Martial GUÉROULT;;;;;;;1957;;4;Philosophie;I;;;;;;
;Maurice BAUMONT;;;;;;;1957;;5;Histoire générale et philosophique;V;;;;;;
;Étienne SOURIAU;;;;;;;1958;;8;Philosophie;I;;;;;;
;Claude GIGNOUX;;;;;;;1958;;5;Économie politique et statistique;III;;;;;;
;Raoul BLANCHARD;;;;;;;1958;;1;Histoire générale et philosophique;V;;;;;;
;Édouard BONNEFOUS;;;;;;;1958;;2;Membres libres;VI;;;;;;
;Cardinal Henri SONIER de LUBAC;;;;;;;1958;;9;Membres libres;VI;;;;;;
;Marcel ROUSSELET;;;;;;;1959;;1;Législation, droit public et jurisprudence;II;;;;;;
;René COTY;;;;;;;1959;;4;Législation, droit public et jurisprudence;II;;;;;;
;Pierre MESNARD;;;;;;;1960;;1;Philosophie;I;;;;;;
;Louis ARMAND;;;;;;;1960;;8;Législation, droit public et jurisprudence;II;;;;;;
;Edmond GISCRAD d'ESTAING;;;;;;;1960;;4;Économie politique et statistique;III;;;;;;
;Henri GOUHIER;;;;;;;1961;;5;Philosophie;I;;;;;;
;André FRANçOIS-PONCET;;;;;;;1961;;10;Membres libres;VI;;;;;;
;Gabriel LE BRAS;;;;;;;1962;;7;Législation, droit public et jurisprudence;II;;;;;;
;Adrien DANSETTE;;;;;;;1962;;8;Histoire générale et philosophique;V;;;;;;
;Raymond ARON;;;;;;;1963;;7;Philosophie;I;;;;;;
;Paul ARRIGHI;;;;;;;1963;;6;Législation, droit public et jurisprudence;II;;;;;;
;Victor-Lucien TAPIÉ;;;;;;;1963;;7;Histoire générale et philosophique;V;;;;;;
;Jean-Jacques CHEVALLIER;;;;;;;1964;;4;Législation, droit public et jurisprudence;II;;;;;;
;Wilfrid BAUMGARTNER;;;;;;;1965;;3;Membres libres;VI;;;;;;
;Émile JAMES;;;;;;;1966;;6;Économie politique et statistique;III;;;;;;
;Mgr Jean LEFLON;;;;;;;1966;;1;Histoire générale et philosophique;V;;;;;;
;Gaston LEDUC;;;;;;;1967;;5;Économie politique et statistique;III;;;;;;
;Yves CHATAIGNEAU;;;;;;;1967;;8;Membres libres;VI;;;;;;
;Henri MAZEAUD;;;;;;;1969;;5;Législation, droit public et jurisprudence;II;;;;;;
;Pierre-Olivier LAPIE;;;;;;;1969;;4;Membres libres;VI;;;;;;
;Pierre-Maxime SCHUHL;;;;;;;1970;;1;Philosophie;I;;;;;;
;Marc ANCEL;;;;;;;1970;;3;Législation, droit public et jurisprudence;II;;;;;;
;Marcel WALINE;;;;;;;1970;;8;Législation, droit public et jurisprudence;II;;;;;;
;André PIETTRE;;;;;;;1970;;2;Économie politique et statistique;III;;;;;;
;Alexandre PARODI;;;;;;;1970;;8;Membres libres;VI;;;;;;
;Suzanne BASTID;;;;;;;1971;;7;Législation, droit public et jurisprudence;II;;;;;;
;Henri GUITTON;;;;;;;1971;;1;Économie politique et statistique;III;;;;;;
;Roger MILLOT;;;;;;;1972;;8;Législation, droit public et jurisprudence;II;;;;;;
;Oscar CULLMANN;;;;;;;1972;;1;Membres libres;VI;;;;;;
;André GRANDPIERRE;;;;;;;1972;;6;Membres libres;VI;;;;;;
;Joseph GARNIER;;;;;;;1973;;4;Économie politique et statistique;III;;;;;;
;Général Fernand GAMBIEZ;;;;;;;1974;;6;Membres libres;VI;;;;;;
;Ferdinand ALQUIÉ;;;;;;;1975;;2;Philosophie;I;;;;;;
;François LHERMITTE;;;;;;;1975;;8;Législation, droit public et jurisprudence;II;;;;;;
;Maurice LE LANNOU;;;;;;;1975;;4;Histoire générale et philosophique;V;;;;;;
;Jean LALOY;;;;;;;1975;;6;Histoire générale et philosophique;V;;;;;;
;Jean-Baptiste DUROSELLE;;;;;;;1975;;7;Histoire générale et philosophique;V;;;;;;
;Bernard CHENOT;;;;;;;1976;;5;Membres libres;VI;;;;;;
;Olivier LACOMBE;;;;;;;1977;;3;Philosophie;I;;;;;;
;Jean STŒTZEL;;;;;;;1977;;4;Philosophie;I;;;;;;
;Henri BATTIFOL;;;;;;;1977;;2;Législation, droit public et jurisprudence;II;;;;;;
;Albert BRUNOIS;;;;;;;1977;;6;Législation, droit public et jurisprudence;II;;;;;;
;Pierre MASSY;;;;;;;1977;;7;Économie politique et statistique;III;;;;;;
;Roland MOUSNIER;;;;;;;1977;;8;Histoire générale et philosophique;V;;;;;;
;Henri AMOUROUX;;;;;;;1978;;3;Histoire générale et philosophique;V;;;;;;
;Olivier WORMSER;;;;;;;1978;;10;Membres libres;VI;;;;;;
;Guillaume GUINDEY;;;;;;;1979;;8;Économie politique et statistique;III;;;;;;
;Raymond TRIBOULET;;;;;;;1979;;3;Membres libres;VI;;;;;;
;Raymond POLIN;;;;;;;1980;;8;Philosophie;I;;;;;;
;Jean MARCHAL;;;;;;;1980;;5;Économie politique et statistique;III;;;;;;
;Pierre GEORGE;;;;;;;1980;;2;Histoire générale et philosophique;V;;;;;;
;Louis JOXE;;;;;;;1980;;8;Membres libres;VI;;;;;;
;Raymond TOURNOUX;;;;;;;1981;;1;Histoire générale et philosophique;V;;;;;;
;Pierre CHAUNU;;;;;;;1982;;5;Histoire générale et philosophique;V;;;;;;
;Alain PLANTEY;;;;;;;1983;;1;Législation, droit public et jurisprudence;II;;;;;;
;Jean FOYER;;;;;;;1984;;8;Législation, droit public et jurisprudence;II;;;;;;
;Pierre de LA LANDE de CALAN;;;;;;;1984;;3;Économie politique et statistique;III;;;;;;
;Robert MARJOLIN;;;;;;;1984;;4;Économie politique et statistique;III;;;;;;
;R.P. Raymond BRUCKBERGER;;;;;;;1985;;7;Philosophie;I;;;;;;
;Pierre REYNAUD;;;;;;;1985;;4;Législation, droit public et jurisprudence;II;;;;;;
;Roger ARNALDEZ;;;;;;;1986;;1;Philosophie;I;;;;;;
;Jean GUITTON;;;;;;;1987;;2;Philosophie;I;;;;;;
;Alain PEYREFITTE;;;;;;;1987;;1;Histoire générale et philosophique;V;;;;;;
;René BROUILLET;;;;;;;1987;;10;Membres libres;VI;;;;;;
;Gaston DÉFOSSÉ;;;;;;;1988;;4;Économie politique et statistique;III;;;;;;
;Pierre MESSMER;;;;;;;1988;;7;Membres libres;VI;;;;;;
;Yvon GATTAZ;;;;;;;1989;;7;Économie politique et statistique;III;;;;;;
;Raymond BOUDON;;;;;;;1990;;4;Philosophie;I;;;;;;
;Roland DRAGO;;;;;;;1990;;2;Législation, droit public et jurisprudence;II;;;;;;
;Maurice ALLAIS;;;;;;;1990;;8;Économie politique et statistique;III;;;;;;
;François PUAUX;;;;;;;1990;;6;Membres libres;VI;;;;;;
;Jacques BORÉ;;;;;;;1991;;3;Législation, droit public et jurisprudence;II;;;;;;
;René-Jean DUPUY;;;;;;;1992;;4;Législation, droit public et jurisprudence;II;;;;;;
;Marcel BOITEUX;;;;;;;1992;;6;Économie politique et statistique;III;;;;;;
;Thierry de MONTBRIAL;;;;;;;1992;;8;Membres libres;VI;;;;;;
;Emmanuel LE ROY LADURIE;;;;;;;1993;;4;Histoire générale et philosophique;V;;;;;;
;Jacques de LAROSIÈRE;;;;;;;1993;;9;Membres libres;VI;;;;;;
;André DAMIEN;;;;;;;1994;;5;Législation, droit public et jurisprudence;II;;;;;;
;Michel ALBERT;;;;;;;1994;;1;Économie politique et statistique;III;;;;;;
;Pierre BAUCHET;;;;;;;1994;;3;Économie politique et statistique;III;;;;;;
;Jean TULARD;;;;;;;1994;;8;Histoire générale et philosophique;V;;;;;;
;Cardinal Roger ETCHEGARAY;;;;;;;1994;;10;Membres libres;VI;;;;;;
;François TERRÉ;;;;;;;1995;;7;Législation, droit public et jurisprudence;II;;;;;;
;Pierre TABATONI;;;;;;;1995;;2;Économie politique et statistique;III;;;;;;
;Bernard DESTREMAU;;;;;;;1995;;4;Membres libres;VI;;;;;;
;Alice SAUNIER-SÉÏTÉ;;;;;;;1995;;5;Membres libres;VI;;;;;;
;Bernard d'ESPAGNAT;;;;;;;1996;;5;Philosophie;I;;;;;;
;Jean-Marc VARAUT;;;;;;;1996;;6;Législation, droit public et jurisprudence;II;;;;;;
;Jean-Claude CASANOVA;;;;;;;1996;;5;Économie politique et statistique;III;;;;;;
;Claude DULONG-SAINTENY;;;;;;;1996;;6;Histoire générale et philosophique;V;;;;;;
;Jacques DUPÂQUIER;;;;;;;1996;;7;Histoire générale et philosophique;V;;;;;;
;Jean MESNARD;;;;;;;1997;;6;Philosophie;I;;;;;;
;Gabriel de BROGLIE;;;;;;;1997;;6;Membres libres;VI;;;;;;
;Alain BESANçON (1);;;;;;;1999;;2;Philosophie;I;;;;;;
;Bernard BOURGEOIS;;;;;;;1999;;3;Philosophie;I;;;;;;
;Lucien ISRAËL (3);;;;;;;1999;;4;Philosophie;I;;;;;;
;Jean-Marie ZEMB;;;;;;;1999;;7;Philosophie;I;;;;;;
;Prosper WEIL;;;;;;;1999;;4;Législation, droit public et jurisprudence;II;;;;;;
;Michel CROZIER;;;;;;;1999;;8;Législation, droit public et jurisprudence;II;;;;;;
;Jacques LEPRETTE;;;;;;;1999;;1;Membres libres;VI;;;;;;
;Bertrand COLLOMB;;;;;;;2001;;4;Économie politique et statistique;III;;;;;;
;Raymond BARRE;;;;;;;2001;;1;Histoire générale et philosophique;V;;;;;;
;Bertrand SAINT-SERNIN;;;;;;;2002;;8;Philosophie;I;;;;;;
;Christian PONCELET;;;;;;;2003;;4;Membres libres;VI;;;;;;
;Renaud DENOIX DE SAINT-MARC;;;;;;;2004;;1;Membres libres;VI;;;;;;
;Pierre MAZEAUD;;;;;;;2005;;5;Membres libres;VI;;;;;;
;Chantal DELSOL;;;;;;;2007;;1;Philosophie;I;;;;;;
;Gilbert GUILLAUME;;;;;;;2007;;6;Législation, droit public et jurisprudence;II;;;;;;
;Michel PÉBEREAU;;;;;;;2007;;2;Économie politique et statistique;III;;;;;;
;Jean-David LEVITTE;;;;;;;2007;;3;Membres libres;VI;;;;;;
;Georges-Henri SOUTOU;;;;;;;2008;;1;Histoire générale et philosophique;V;;;;;;
;Jean-Robert PITTE;;;;;;;2008;;2;Histoire générale et philosophique;V;;;;;;
;François d'ORCIVAL;;;;;;;2008;;3;Histoire générale et philosophique;V;;;;;;
;Rémi BRAGUE;;;;;;;2009;;7;Philosophie;I;;;;;;
;Pierre DELVOLVÉ;;;;;;;2009;;8;Législation, droit public et jurisprudence;II;;;;;;
;André VACHERON;;;;;;;2009;;2;Membres libres;VI;;;;;;
;Jean-Claude TRICHET;;;;;;;2009;;7;Membres libres;VI;;;;;;
;Bruno COTTE;;;;;;;2010;;2;Législation, droit public et jurisprudence;II;;;;;;
;Jean TIROLE;;;;;;;2011;;8;Économie politique et statistique;III;;;;;;
;Philippe LEVILLAIN;;;;;;;2011;;5;Histoire générale et philosophique;V;;;;;;
