Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Walmesley,  Charles;Walmesley; Charles; Charles Walmesley;1722;1797;http://viaf.org/viaf/57395592;http://viaf.org/viaf/;57395592;AM 05.02.1750 ;;;
Spielmann,  Jakob Reinhold;Spielmann; Jakob Reinhold; Jakob Reinhold Spielmann;1722;1783;http://viaf.org/viaf/45097698;http://viaf.org/viaf/;45097698;AM 16.11.1758 ;;;
Moehsen,  Johann Karl Wilhelm;Moehsen; Johann Karl Wilhelm; Johann Karl Wilhelm Moehsen;1722;1795;http://viaf.org/viaf/74212202;http://viaf.org/viaf/;74212202;OM 14.12.1786 ;;;
Camper,  Pieter;Camper; Pieter; Pieter Camper;1722;1789;http://viaf.org/viaf/46924807;http://viaf.org/viaf/;46924807;AM 21.08.1788 ;;;
Merian,  Johann Bernhard;Merian; Johann Bernhard; Johann Bernhard Merian;1723;1807;http://viaf.org/viaf/37045562;http://viaf.org/viaf/;37045562;OM 09.04.1750 ;;;
Merian,  Johann Bernhard;Merian; Johann Bernhard; Johann Bernhard Merian;1723;1807;http://viaf.org/viaf/37045562;http://viaf.org/viaf/;37045562;OM 09.04.1750 ;;;
Holbach,  Paul Thierry Baron von;Holbach; Paul Thierry Baron von; Paul Thierry Baron von Holbach;1723;1789;http://viaf.org/viaf/95147318;http://viaf.org/viaf/;95147318;AM 18.07.1754 ;;;
Magalhäes, Joäo Jacinto de;Magalhäes;Joäo Jacinto de;Joäo Jacinto de Magalhäes;1723;1790;http://viaf.org/viaf/100103055;http://viaf.org/viaf/;100103055;AM 02.11.1786 ;;;
Kratzenstein,  Christian Gottlieb;Kratzenstein; Christian Gottlieb; Christian Gottlieb Kratzenstein;1723;1795;http://viaf.org/viaf/77065782;http://viaf.org/viaf/;77065782;AM 26.09.1791  bis 06.07.1795;;;
Ferguson,  Adam;Ferguson; Adam; Adam Ferguson;1723;1816;http://viaf.org/viaf/49279367;http://viaf.org/viaf/;49279367;AM 19.09.1793  bis 24.01.1812;EM 24.01.1812 ;;
Ferguson,  Adam;Ferguson; Adam; Adam Ferguson;1723;1816;http://viaf.org/viaf/49279367;http://viaf.org/viaf/;49279367;AM 19.09.1793  bis 24.01.1812;EM 24.01.1812 ;;
Battier,  Reinhard;Battier; Reinhard; Reinhard Battier;1724;1779;http://viaf.org/viaf/69288307;http://viaf.org/viaf/;69288307;OM 04.07.1748  to 23.04.1750 ;;;
Meckel,  Johann Friedrich The Elder;Meckel; Johann Friedrich The Elder; Johann Friedrich The Elder Meckel;1724;1774;http://viaf.org/viaf/8153783;http://viaf.org/viaf/;8153783;OM 08.05.1749 ;;;
Lobkowitz, Ferdinand Philipp Joseph von;Lobkowitz;Ferdinand Philipp Joseph von;Ferdinand Philipp Joseph von Lobkowitz;1724;1784;http://viaf.org/viaf/18337021;http://viaf.org/viaf/;18337021;AM 28.08.1749 ;;;
Schaumburg-Lippe,  Wilhelm Friedrich Ernst Graf von;Schaumburg-Lippe; Wilhelm Friedrich Ernst Graf von; Wilhelm Friedrich Ernst Graf von Schaumburg-Lippe;1724;1777;http://viaf.org/viaf/10639163;http://viaf.org/viaf/;10639163;AM 28.08.1749 ;;;
Creutz, Friedrich Karl Kasimir, Freiherr von;Creutz;Friedrich Karl Kasimir, Freiherr von;Friedrich Karl Kasimir, Freiherr von Creutz;1724;1770;http://viaf.org/viaf/46916774;http://viaf.org/viaf/;46916774;AM 23.12.1751 ;;;
Chabert, Joseph Bernard, marquis de;Chabert;Joseph Bernard, marquis de;Joseph Bernard, marquis de Chabert;1724;1805;http://viaf.org/viaf/71663492;http://viaf.org/viaf/;71663492;AM 28.06.1753 ;;;
Aepinus, Franciscus Ulricus Theodorus;Aepinus;Franciscus Ulricus Theodorus;Franciscus Ulricus Theodorus Aepinus;1724;1802;http://viaf.org/viaf/56687474;http://viaf.org/viaf/;56687474;OM 17.04.1755  bis 25.03.1757;AM 25.03.1757 ;;
Guischardt,  Karl Gottlieb;Guischardt; Karl Gottlieb; Karl Gottlieb Guischardt;1724;1775;http://viaf.org/viaf/69027538;http://viaf.org/viaf/;69027538;OM 05.01.1764 ;;;
Casati,  Christoforo Comte;Casati; Christoforo Comte; Christoforo Comte Casati;1724;1804;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;AM 23.09.1779 ;;;
Kant,  Immanuel;Kant; Immanuel; Immanuel Kant;1724;1804;http://viaf.org/viaf/82088490;http://viaf.org/viaf/;82088490;AM 07.12.1786 ;;;
Hertzberg, Ewald Friedrich Von;Hertzberg;Ewald Friedrich Von;Ewald Friedrich Von Hertzberg;1725;1795;http://viaf.org/viaf/88892951;http://viaf.org/viaf/;88892951;EM 07.09.1752 ;;;
Montucla,  Jean-Étienne;Montucla; Jean-Étienne; Jean-Étienne Montucla;1725;1799;http://viaf.org/viaf/36951765;http://viaf.org/viaf/;36951765;AM 03.07.1755 ;;;
Catt,  Henri Alexandre de;Catt; Henri Alexandre de; Henri Alexandre de Catt;1725;1795;http://viaf.org/viaf/8181340;http://viaf.org/viaf/;8181340;OM 07.02.1760 ;;;
Caldani,  Leopoldo Marco Antonio;Caldani; Leopoldo Marco Antonio; Leopoldo Marco Antonio Caldani;1725;1813;http://viaf.org/viaf/46775522;http://viaf.org/viaf/;46775522;AM 23.10.1760  bis 25.06.1812;KM 25.06.1812 ;;
Ramler,  Karl Wilhelm;Ramler; Karl Wilhelm; Karl Wilhelm Ramler;1725;1798;http://viaf.org/viaf/7576414;http://viaf.org/viaf/;7576414;OM 14.09.1786 ;;;
Pötter,  Johann Stephan;Pütter; Johann Stephan; Johann Stephan Pütter;1725;1807;http://viaf.org/viaf/22936876;http://viaf.org/viaf/;22936876;AM 27.09.1787 ;;;
Heinitz, Friedrich Anton, Freiherr von;Heinitz;Friedrich Anton, Freiherr von;Friedrich Anton, Freiherr von Heinitz;1725;1802;http://viaf.org/viaf/15561210;http://viaf.org/viaf/;15561210;EM 12.01.1792 ;;;
Caldani,  Leopoldo Marco Antonio;Caldani; Leopoldo Marco Antonio; Leopoldo Marco Antonio Caldani;1725;1813;http://viaf.org/viaf/46775522;http://viaf.org/viaf/;46775522;AM 23.10.1760  bis 25.06.1812;KM 25.06.1812 ;;
Tafinger,  Friedrich Wilhelm;Tafinger; Friedrich Wilhelm; Friedrich Wilhelm Tafinger;1726;1777;http://viaf.org/viaf/47533673;http://viaf.org/viaf/;47533673;AM 10.05.1753 ;;;
Roloff,  Christian Ludwig;Roloff; Christian Ludwig; Christian Ludwig Roloff;1726;1800;http://viaf.org/viaf/80755632;http://viaf.org/viaf/;80755632;AM 23.10.1755  bis 30.10.1760;OM 30.10.1760 ;;
Roloff,  Christian Ludwig;Roloff; Christian Ludwig; Christian Ludwig Roloff;1726;1800;http://viaf.org/viaf/80755632;http://viaf.org/viaf/;80755632;AM 23.10.1755  bis 30.10.1760;OM 30.10.1760 ;;
Melanderhjelm,  Daniel;Melanderhjelm; Daniel; Daniel Melanderhjelm;1726;1810;http://viaf.org/viaf/100382805;http://viaf.org/viaf/;100382805;AM 31.12.1773 ;;;
Zinn,  Johann Gottfried;Zinn; Johann Gottfried; Johann Gottfried Zinn;1727;1759;http://viaf.org/viaf/69696854;http://viaf.org/viaf/;69696854;AM 05.10.1752 ;;;
Jacquin, Nikolaus Joseph, Freiherr von;Jacquin;Nikolaus Joseph, Freiherr von;Nikolaus Joseph, Freiherr von Jacquin;1727;1817;http://viaf.org/viaf/59120694;http://viaf.org/viaf/;59120694;AM 07.12.1786  bis 24.01.1812;EM 24.01.1812 ;;
Jacquin, Nikolaus Joseph, Freiherr von;Jacquin;Nikolaus Joseph, Freiherr von;Nikolaus Joseph, Freiherr von Jacquin;1727;1817;http://viaf.org/viaf/59120694;http://viaf.org/viaf/;59120694;AM 07.12.1786  bis 24.01.1812;EM 24.01.1812 ;;
Razumovskij, Kirill G.;Razumovskij;Kirill G.;Kirill G. Razumovskij;1728;1803;http://viaf.org/viaf/168029046;http://viaf.org/viaf/;168029046;AM 09.19.1748 ;;;
Frisi,  Paolo;Frisi; Paolo; Paolo Frisi;1728;1784;http://viaf.org/viaf/2496935;http://viaf.org/viaf/;2496935;AM 16.11.1758 ;;;
Machy,  Jacques-François de;Machy; Jacques-François de; Jacques-François de Machy;1728;1803;http://viaf.org/viaf/73913783;http://viaf.org/viaf/;73913783;AM 23.10.1760 ;;;
Zimmermann,  Johann Georg;Zimmermann; Johann Georg; Johann Georg Zimmermann;1728;1795;http://viaf.org/viaf/89539890;http://viaf.org/viaf/;89539890;AM 23.10.1760 ;;;
Lambert,  Johann Heinrich;Lambert; Johann Heinrich; Johann Heinrich Lambert;1728;1777;http://viaf.org/viaf/2548411;http://viaf.org/viaf/;2548411;OM 10.01.1765 ;;;
Moulines, Guillaume de;Moulines;Guillaume de;Guillaume de Moulines;1728;1802;http://viaf.org/viaf/76305984;http://viaf.org/viaf/;76305984;OM 21.07.1775 ;;;
Lessing,  Gotthold Ephraim;Lessing; Gotthold Ephraim; Gotthold Ephraim Lessing;1729;1781;http://viaf.org/viaf/9849550;http://viaf.org/viaf/;9849550;AM 30.10.1760 ;;;
Catherine II, Empress of Russia;Catherine II;Empress of Russia;Empress of Russia Catherine II;1729;1796;http://viaf.org/viaf/49493819;http://viaf.org/viaf/;49493819;EM 10.09.1767  bis 21.01.1768 ;AM 21.01.1768 ;;
Spallanzani,  Lazaro;Spallanzani; Lazaro; Lazaro Spallanzani;1729;1799;http://viaf.org/viaf/7405452;http://viaf.org/viaf/;7405452;AM 18.01.1776 ;;;
Georgi,  Johann Gottlieb;Georgi; Johann Gottlieb; Johann Gottlieb Georgi;1729;1802;http://viaf.org/viaf/103210247;http://viaf.org/viaf/;103210247;AM 21.08.1778 ;;;
Forster,  Johann Reinhold;Forster; Johann Reinhold; Johann Reinhold Forster;1729;1798;http://viaf.org/viaf/59389169;http://viaf.org/viaf/;59389169;AM 21.11.1786 ;;;
Heyne,  Christian Gottlob;Heyne; Christian Gottlob; Christian Gottlob Heyne;1729;1812;http://viaf.org/viaf/14819364;http://viaf.org/viaf/;14819364;AM 21.11.1786 ;;;
Daine, Marius-Jean-Baptiste-Nicolas;Daine;Marius-Jean-Baptiste-Nicolas;Marius-Jean-Baptiste-Nicolas Daine;1730;1804;http://viaf.org/viaf/14817446;http://viaf.org/viaf/;14817446;AM 18.07.1754 ;;;
Beausobre, Louis de;Beausobre;Louis de;Louis de Beausobre;1730;1783;http://viaf.org/viaf/90634187;http://viaf.org/viaf/;90634187;OM 27.02.1755 ;;;
Messier,  Charles-Joseph;Messier; Charles-Joseph; Charles-Joseph Messier;1730;1817;http://viaf.org/viaf/12409082;http://viaf.org/viaf/;12409082;AM 09.09.1769  bis 24.01.1812;EM 24.01.1812 ;;
Messier,  Charles-Joseph;Messier; Charles-Joseph; Charles-Joseph Messier;1730;1817;http://viaf.org/viaf/12409082;http://viaf.org/viaf/;12409082;AM 09.09.1769  bis 24.01.1812;EM 24.01.1812 ;;
Bertrand,  Louis;Bertrand; Louis; Louis Bertrand;1731;1812;http://viaf.org/viaf/32790176;http://viaf.org/viaf/;32790176;AM 18.09.1754 ;;;
Zedlitz und Leipe, Karl Abraham von;Zedlitz und Leipe;Karl Abraham von;Karl Abraham von Zedlitz und Leipe;1731;1793;http://viaf.org/viaf/59880571;http://viaf.org/viaf/;59880571;EM 07.07.1776 ;;;
Denina,  Giacomo Maria Carlo;Denina; Giacomo Maria Carlo; Giacomo Maria Carlo Denina;1731;1813;http://viaf.org/viaf/54182789;http://viaf.org/viaf/;54182789;OM 07.11.1782 ;AM 1805  bis 24.01.1812 ;EM 24.01.1812 ;
Denina,  Giacomo Maria Carlo;Denina; Giacomo Maria Carlo; Giacomo Maria Carlo Denina;1731;1813;http://viaf.org/viaf/54182789;http://viaf.org/viaf/;54182789;OM 07.11.1782 ;AM 1805  bis 24.01.1812 ;EM 24.01.1812 ;
Lalande, Joseph JérÙme Le Français de;Lalande;Joseph JérÙme Le Français de;Joseph JérÙme Le Français de Lalande;1732;1807;http://viaf.org/viaf/95196947;http://viaf.org/viaf/;95196947;AM 23.12.1751 ;;;
Bitaubé,  Paul Jerémie;Bitaubé; Paul Jerémie; Paul Jerémie Bitaubé;1732;1808;http://viaf.org/viaf/73965562;http://viaf.org/viaf/;73965562;OM 29.05.1766 ;OM 04.06.1795 ;;
Élie de Beaumont,  Jean-Baptiste-Jacques;Élie de Beaumont; Jean-Baptiste-Jacques; Jean-Baptiste-Jacques Élie de Beaumont;1732;1786;http://viaf.org/viaf/54202214;http://viaf.org/viaf/;54202214;AM 28.04.1768 ;;;
Woellner,  Johann Christoph von;Woellner; Johann Christoph von; Johann Christoph von Woellner;1732;1800;http://viaf.org/viaf/74630610;http://viaf.org/viaf/;74630610;OM 30.11.1786 ;;;
Adelung,  Johann Christoph;Adelung; Johann Christoph; Johann Christoph Adelung;1732;1806;http://viaf.org/viaf/19719128;http://viaf.org/viaf/;19719128;AM 27.09.1787 ;;;
Schlieffen,  Martin Ernst von;Schlieffen; Martin Ernst von; Martin Ernst von Schlieffen;1732;1825;http://viaf.org/viaf/27320572;http://viaf.org/viaf/;27320572;EM 03.02.1791 ;EM 24.01.1812 ;AM  bis 24.01.1812 ;
Stanislaus II. Polen, König;Stanislaus II. Polen;König;König Stanislaus II. Polen;1732;1798;http://viaf.org/viaf/26221;http://viaf.org/viaf/;26221;AM 06.10.1791 ;;;
Anhalt,  Friedrich von;Anhalt; Friedrich von; Friedrich von Anhalt;1732;1794;http://viaf.org/viaf/10241717;http://viaf.org/viaf/;10241717;AM 25.10.1792 ;;;
Bitaubé,  Paul Jerémie;Bitaubé; Paul Jerémie; Paul Jerémie Bitaubé;1732;1808;http://viaf.org/viaf/73965562;http://viaf.org/viaf/;73965562;OM 29.05.1766 ;OM 04.06.1795 ;;
Schlieffen,  Martin Ernst von;Schlieffen; Martin Ernst von; Martin Ernst von Schlieffen;1732;1825;http://viaf.org/viaf/27320572;http://viaf.org/viaf/;27320572;EM 03.02.1791 ;EM 24.01.1812 ;AM  bis 24.01.1812 ;
Thiébault,  Dieudonné;Thiébault; Dieudonné; Dieudonné Thiébault;1733;1807;http://viaf.org/viaf/14791877;http://viaf.org/viaf/;14791877;OM 18.04.1765  bis 24.09.1784;AM 24.09.1784 ;;
Thiébault,  Dieudonné;Thiébault; Dieudonné; Dieudonné Thiébault;1733;1807;http://viaf.org/viaf/14791877;http://viaf.org/viaf/;14791877;OM 18.04.1765  bis 24.09.1784;AM 24.09.1784 ;;
Wieland,  Christoph Martin;Wieland; Christoph Martin; Christoph Martin Wieland;1733;1813;http://viaf.org/viaf/9856912;http://viaf.org/viaf/;9856912;AM 07.12.1786 ;;;
Beneckendorff,  Karl Friedrich von;Beneckendorff; Karl Friedrich von; Karl Friedrich von Beneckendorff;1733;1788;http://viaf.org/viaf/3213680;http://viaf.org/viaf/;3213680;AM 07.02.1788 ;;;
Nicolai,  Friedrich;Nicolai; Friedrich; Friedrich Nicolai;1733;1811;http://viaf.org/viaf/24643054;http://viaf.org/viaf/;24643054;auﬂerord. M 21.01.1799 bis 25.10.1804 ;OM 25.10.1804 ;;
Monro,  Alexander;Monro; Alexander; Alexander Monro;1733;1817;http://viaf.org/viaf/98734446;http://viaf.org/viaf/;98734446;AM 07.08.1804  bis 24.01.1812;EM 24.01.1812 ;;
Nicolai,  Friedrich;Nicolai; Friedrich; Friedrich Nicolai;1733;1811;http://viaf.org/viaf/24643054;http://viaf.org/viaf/;24643054;auﬂerord. M 21.01.1799 bis 25.10.1804 ;OM 25.10.1804 ;;
Monro,  Alexander;Monro; Alexander; Alexander Monro;1733;1817;http://viaf.org/viaf/98734446;http://viaf.org/viaf/;98734446;AM 07.08.1804  bis 24.01.1812;EM 24.01.1812 ;;
Euler,  Johann Albrecht;Euler; Johann Albrecht; Johann Albrecht Euler;1734;1800;http://viaf.org/viaf/24639786;http://viaf.org/viaf/;24639786;OM 06.12.1754  bis 29.05.1766;AM 29.05.1766 ;;
Euler,  Johann Albrecht;Euler; Johann Albrecht; Johann Albrecht Euler;1734;1800;http://viaf.org/viaf/24639786;http://viaf.org/viaf/;24639786;OM 06.12.1754  bis 29.05.1766;AM 29.05.1766 ;;
Walter,  Johann Gottlieb;Walter; Johann Gottlieb; Johann Gottlieb Walter;1734;1818;http://viaf.org/viaf/8157585;http://viaf.org/viaf/;8157585;OM 02.12.1773 ;;;
Barthez,  Paul-Joseph;Barthez; Paul-Joseph; Paul-Joseph Barthez;1734;1806;http://viaf.org/viaf/32090966;http://viaf.org/viaf/;32090966;AM 22.06.1780 ;;;
Teller,  Wilhelm Abraham;Teller; Wilhelm Abraham; Wilhelm Abraham Teller;1734;1804;http://viaf.org/viaf/76752989;http://viaf.org/viaf/;76752989;OM 30.11.1786 ;;;
Spiess,  Philipp Ernst;Spiess; Philipp Ernst; Philipp Ernst Spiess;1734;1794;http://viaf.org/viaf/262289736;http://viaf.org/viaf/;262289736;AM 12.01.1792 ;;;
Boaton,  Pierre François de;Boaton; Pierre François de; Pierre François de Boaton;1734;1794;http://viaf.org/viaf/166091595;http://viaf.org/viaf/;166091595;OM 15.03.1792 ;;;
Golitçsçyn, Dmitriiç Alekseevich, kniçäzç;Golitçsçyn;Dmitriiç Alekseevich, kniçäzç;Dmitriiç Alekseevich, kniçäzç Golitçsçyn;1734;1803;http://viaf.org/viaf/120737514;http://viaf.org/viaf/;120737514;AM 16.01.1793 ;;;
Tychsen, Oluf Gerhard;Tychsen;Oluf Gerhard;Oluf Gerhard Tychsen;1734;1815;http://viaf.org/viaf/32799647;http://viaf.org/viaf/;32799647;auﬂerord. M 28.07.1803 bis 24.01.1812 ;EM 24.01.1812 ;;
Tychsen,  Olaus Gerhard;Tychsen; Olaus Gerhard; Olaus Gerhard Tychsen;1734;1815;http://viaf.org/viaf/32799647;http://viaf.org/viaf/;32799647;auﬂerord. M 28.07.1803 bis 24.01.1812 ;EM 24.01.1812 ;;
Lorgna,  Antonio Maria;Lorgna; Antonio Maria; Antonio Maria Lorgna;1735;1796;http://viaf.org/viaf/9930893;http://viaf.org/viaf/;9930893;AM 20.02.1777 ;;;
Erman,  Jean Pierre;Erman; Jean Pierre; Jean Pierre Erman;1735;1814;http://viaf.org/viaf/59517170;http://viaf.org/viaf/;59517170;OM 09.11.1786 ;;;
Kinsbergen, Jan Hendrik van;Kinsbergen;Jan Hendrik van;Jan Hendrik van Kinsbergen;1735;1819;http://viaf.org/viaf/76398903;http://viaf.org/viaf/;76398903;AM 30.04.1789  bis 24.01.1812;EM 24.01.1812 ;;
Kinsbergen, Jan Hendrik van;Kinsbergen;Jan Hendrik van;Jan Hendrik van Kinsbergen;1735;1819;http://viaf.org/viaf/76398903;http://viaf.org/viaf/;76398903;AM 30.04.1789  bis 24.01.1812;EM 24.01.1812 ;;
Lagrange,  Joseph-Louis Comte de;Lagrange; Joseph-Louis Comte de; Joseph-Louis Comte de Lagrange;1736;1813;http://viaf.org/viaf/44051;http://viaf.org/viaf/;44051;AM 02.09.1756  bis 02.10.1766;OM 02.10.1766  bis 20.02.1787;AM 20.02.1787 ;
Lagrange,  Joseph-Louis Comte de;Lagrange; Joseph-Louis Comte de; Joseph-Louis Comte de Lagrange;1736;1813;http://viaf.org/viaf/44051;http://viaf.org/viaf/;44051;AM 02.09.1756  bis 02.10.1766;OM 02.10.1766  bis 20.02.1787;AM 20.02.1787 ;
Romé de l'isle,  Jean-Baptiste-Louis;Romé de l'isle; Jean-Baptiste-Louis; Jean-Baptiste-Louis Romé de l'isle;1736;1790;http://viaf.org/viaf/66615171;http://viaf.org/viaf/;66615171;AM 01.03.1780 ;;;
Anires,  Jean Frédéric Benjamin Loriol d';Anires; Jean Frédéric Benjamin Loriol d'; Jean Frédéric Benjamin Loriol d' Anires;1736;1803;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;OM 27.02.1783 ;;;
Lagrange,  Joseph-Louis Comte de;Lagrange; Joseph-Louis Comte de; Joseph-Louis Comte de Lagrange;1736;1813;http://viaf.org/viaf/44051;http://viaf.org/viaf/;44051;AM 02.09.1756  bis 02.10.1766;OM 02.10.1766  bis 20.02.1787;AM 20.02.1787 ;
Scheibel,  Johann Ephraim;Scheibel; Johann Ephraim; Johann Ephraim Scheibel;1736;1809;http://viaf.org/viaf/13078601;http://viaf.org/viaf/;13078601;AM 26.09.1791 ;;;
Pfleiderer,  Christoph Friedrich von;Pfleiderer; Christoph Friedrich von; Christoph Friedrich von Pfleiderer;1736;1821;http://viaf.org/viaf/17966911;http://viaf.org/viaf/;17966911;KM 25.06.1812 ;;;
Selis,  Nicolas-Joseph;Selis; Nicolas-Joseph; Nicolas-Joseph Selis;1737;1802;http://viaf.org/viaf/29639918;http://viaf.org/viaf/;29639918;AM 29.11.1781 ;;;
Tempelhoff,  Georg Friedrich von;Tempelhoff; Georg Friedrich von; Georg Friedrich von Tempelhoff;1737;1807;http://viaf.org/viaf/25375010;http://viaf.org/viaf/;25375010;OM 07.12.1786 ;;;
Robert,  François;Robert; François; François Robert;1737;1819;http://viaf.org/viaf/61602678;http://viaf.org/viaf/;61602678;AM 28.01.1790  bis 24.01.1812;EM 24.01.1812 ;;
Robert,  François;Robert; François; François Robert;1737;1819;http://viaf.org/viaf/61602678;http://viaf.org/viaf/;61602678;AM 28.01.1790  bis 24.01.1812;EM 24.01.1812 ;;
Gerhard,  Karl Abraham;Gerhard; Karl Abraham; Karl Abraham Gerhard;1738;1821;http://viaf.org/viaf/57394899;http://viaf.org/viaf/;57394899;OM 22.09.1768 ;;;
Borrelly,  Jean-Alexis;Borrelly; Jean-Alexis; Jean-Alexis Borrelly;1738;1810;http://viaf.org/viaf/76434974;http://viaf.org/viaf/;76434974;OM 15.10.1772  bis 05.12.1792;;;
Eberhard,  Johann August;Eberhard; Johann August; Johann August Eberhard;1738;1809;http://viaf.org/viaf/34471267;http://viaf.org/viaf/;34471267;AM 21.11.1786 ;;;
Herschel,  Sir Friedrich Wilhelm;Herschel; Sir Friedrich Wilhelm; Sir Friedrich Wilhelm Herschel;1738;1822;http://viaf.org/viaf/19885773;http://viaf.org/viaf/;19885773;AM 21.08.1788 ;;;
Verdy du Vernois, Adrien-Marie-François de;Verdy du Vernois;Adrien-Marie-François de;Adrien-Marie-François de Verdy du Vernois;1738;1814;http://viaf.org/viaf/19669214;http://viaf.org/viaf/;19669214;EM 20.01.1790  bis 02.03.1792 ;OM 02.03.1792  bis 09.04.1812;EM 09.04.1812 ;
Birkenstock, Johann Melchior von;Birkenstock;Johann Melchior von;Johann Melchior von Birkenstock;1738;1809;http://viaf.org/viaf/59894734;http://viaf.org/viaf/;59894734;AM 24.09.1792 ;;;
Bouflers,  Stanislas Marquis de;Bouflers; Stanislas Marquis de; Stanislas Marquis de Bouflers;1738;1815;http://viaf.org/viaf/36941427;http://viaf.org/viaf/;36941427;OM 08.02.1795 ;AM 1800  bis 24.01.1812 ;EM 24.01.1812 ;
Bouflers,  Stanislas Marquis de;Bouflers; Stanislas Marquis de; Stanislas Marquis de Bouflers;1738;1815;http://viaf.org/viaf/36941427;http://viaf.org/viaf/;36941427;OM 08.02.1795 ;AM 1800  bis 24.01.1812 ;EM 24.01.1812 ;
Bouflers,  Stanislas Marquis de;Bouflers; Stanislas Marquis de; Stanislas Marquis de Bouflers;1738;1815;http://viaf.org/viaf/36941427;http://viaf.org/viaf/;36941427;OM 08.02.1795 ;AM 1800  bis 24.01.1812 ;EM 24.01.1812 ;
Verdy du Vernois,  Adrien-Marie-François de;Verdy du Vernois; Adrien-Marie-François de; Adrien-Marie-François de Verdy du Vernois;1738;1814;http://viaf.org/viaf/19669214;http://viaf.org/viaf/;19669214;EM 20.01.1790  bis 02.03.1792;OM 02.03.1792 bis 09.04.1812 ;EM 09.04.1812 ;
Meyer, Johann Carl Friedrich;Meyer;Johann Carl Friedrich;Johann Carl Friedrich Meyer;1739;1811;http://viaf.org/viaf/89917657;http://viaf.org/viaf/;89917657;AM 24.01.1788 ;;;
Kluegel,  Georg Simon;Kluegel; Georg Simon; Georg Simon Kluegel;1739;1812;http://viaf.org/viaf/54894933;http://viaf.org/viaf/;54894933;AM 27.01.1803 ;;;
Braunschweig-oels,  Friedrich August Herzog von;Braunschweig-oels; Friedrich August Herzog von; Friedrich August Herzog von Braunschweig-oels;1740;1805;http://viaf.org/viaf/73699982;http://viaf.org/viaf/;73699982;EM 20.12.1764 ;;;
Ancillon, Ludwig Friedrich;Ancillon;Ludwig Friedrich;Ludwig Friedrich Ancillon;1740;1814;http://viaf.org/viaf/67248660;http://viaf.org/viaf/;67248660;OM 09.11.1786 ;;;
Goyon d'Arzac, Guillaume Henri Charles de ;Goyon d'Arzac;Guillaume Henri Charles de ;Guillaume Henri Charles de  Goyon d'Arzac;1740;1804;http://viaf.org/viaf/67333758;http://viaf.org/viaf/;67333758;OM 16.10.1794 bis 23.08.1804 ;AM 23.08.1804 ;;
Engel,  Johann;Engel; Johann; Johann Engel;1741;1802;http://viaf.org/viaf/44369039;http://viaf.org/viaf/;44369039;OM 14.09.1786 ;;;
Moennich,  Bernhard Friedrich;Moennich; Bernhard Friedrich; Bernhard Friedrich Moennich;1741;1800;http://viaf.org/viaf/218597545;http://viaf.org/viaf/;218597545;OM 29.04.1790 ;;;
Hindenburg,  Karl Friedrich;Hindenburg; Karl Friedrich; Karl Friedrich Hindenburg;1741;1808;http://viaf.org/viaf/74195750;http://viaf.org/viaf/;74195750;AM 05.08.1806 ;;;
