NAVARRE Edouard ;NAVARRE Edouard ;;1885;1971;;;;;;1961;1971;VII;Sculpture;II;;
RAYMOND-MARTIN ;RAYMOND-MARTIN ;;1910;1992;;;;;;1961;1992;II;Sculpture;II;;
AURIC Georges ;AURIC Georges ;;1899;1983;;;;;;1962;1983;V;Composition Music;V;;
DIDERON Louis ;DIDERON Louis ;;1901;1980;;;;;;1962;1980;III;Sculpture;II;;
CARTON Jean ;CARTON Jean ;;1911;1988;;;;;;1964;1988;VI;Sculpture;II;;
LURÇAT Jean ;LURÇAT Jean ;;1892;1966;;;;;;1964;1966;XIV;Peinture;I;;
CASSAN Urbain ;CASSAN Urbain ;;1890;1979;;;;;;1965;1979;V;Architecture;III;;
GOERG Edouard ;GOERG Edouard ;;1893;1969;;;;;;1965;1969;IX;Peinture;I;;
LABISSE Félix ;LABISSE Félix ;;1905;1982;;;;;;1966;1982;II;Peinture;I;;
CLAIRIN Pierre-Eugène ;CLAIRIN Pierre-Eugène ;;1897;1980;;;;;;1967;1980;IV;Gravure;IV;;
MESSIAEN Olivier ;MESSIAEN Olivier ;;1908;1992;;;;;;1967;1992;VII;Composition Music;V;;
BERNARD Henry ;BERNARD Henry ;;1912;1994;;;;;;1968;1994;IX;Architecture;III;;
CHASTEL Roger ;CHASTEL Roger ;;1897;1981;;;;;;1968;1981;XII;Peinture;I;;
de MAILLY Jean ;de MAILLY Jean ;;1911;1975;;;;;;1968;1975;I;Architecture;III;;
GILLET Guillaume ;GILLET Guillaume ;;1912;1987;;;;;;1968;1987;VIII;Architecture;III;;
ROHNER Georges ;ROHNER Georges ;;1913;2000;;;;;;1968;2000;V;Peinture;I;;
AUBIN Tony ;AUBIN Tony ;;1907;1981;;;;;;1969;1981;VI;Composition Music;V;;
DESPIERRE Jacques ;DESPIERRE Jacques ;;1912;1995;;;;;;1969;1995;IX;Peinture;I;;
LEYGUE Louis ;LEYGUE Louis ;;1905;1992;;;;;;1969;1992;VIII;Sculpture;II;;
CORBIN Raymond ;CORBIN Raymond ;;1907;2002;;;;;;1970;2002;III;Gravure;IV;;
JANNIOT Alfred ;JANNIOT Alfred ;;1889;1969;;;;;;1970;1969;V;Sculpture;II;;
MILHAUD Darius ;MILHAUD Darius ;;1892;1974;;;;;;1972;1974;II;Composition Music;V;;
SALTET Marc ;SALTET Marc ;;1906;2008;;;;;;1972;2008;VI;Architecture;III;;
GRANGE Claude ;GRANGE Claude ;;1883;1971;;;;;;1973;1971;IV;Sculpture;II;;
YENCESSE Hubert ;YENCESSE Hubert ;;1900;1987;;;;;;1973;1987;VII;Sculpture;II;;
BUFFET Bernard ;BUFFET Bernard ;;1928;1999;;;;;;1974;1999;VII;Peinture;I;;
LANDOWSKI Marcel ;LANDOWSKI Marcel ;;1915;1999;;;;;;1975;1999;I;Composition Music;V;;
MATHIEU Georges ;MATHIEU Georges ;;1921;2012;;;;;;1975;2012;VI;Peinture;I;;
SAUGUET Henri ;SAUGUET Henri ;;1901;1989;;;;;;1975;1985;II;Composition Music;V;;
COUËLLE Jacques ;COUËLLE Jacques ;;1902;1996;;;;;;1976;1996;I;Architecture;III;;
CARZOU Jean ;CARZOU Jean ;;1907;2000;;;;;;1977;2000;X;Peinture;I;;
HARTUNG Hans ;HARTUNG Hans ;;1904;1989;;;;;;1977;1989;XIII;Peinture;I;;
LANGLOIS Christian ;LANGLOIS Christian ;;1924;2007;;;;;;1977;2007;VII;Architecture;III;;
TRÉMOIS Pierre-Yves ;TRÉMOIS Pierre-Yves ;;1921;;;;;;;1978;;II;Gravure;IV;;
NOVARINA Maurice ;NOVARINA Maurice ;;1907;2002;;;;;;1979;2002;III;Architecture;III;;
REMONDET André  ;REMONDET André  ;;1908;;;;;;;1979;;V;Architecture;III;;
GALLOIS MONTBRUN R. ;GALLOIS MONTBRUN R. ;;1918;1994;;;;;;1980;1994;III;Composition Music;V;;
JACQUEMIN André ;JACQUEMIN André ;;1904;1992;;;;;;1981;1992;IV;Gravure;IV;;
SCHÖFFER Nicolas ;SCHÖFFER Nicolas ;;1912;1992;;;;;;1981;1992;III;Sculpture;II;;
DANIEL-LESUR ;DANIEL-LESUR ;;1908;2002;;;;;;1982;2002;VI;Composition Music;V;;
WAKHEVITCH Georges ;WAKHEVITCH Georges ;;1907;1984;;;;;;1982;1984;XII;Peinture;I;;
BERTHOLLE Jean ;BERTHOLLE Jean ;;1909;1996;;;;;;1983;1996;VIII;Peinture;I;;
CARDOT Jean ;CARDOT Jean ;;1930;;;;;;;1983;;I;Sculpture;II;;
LEMARESQUIER Noël ;LEMARESQUIER Noël ;;1903;1982;;;;;;1983;1982;II;Architecture;III;;
TAILLIBERT Roger ;TAILLIBERT Roger ;;1926;;;;;;;1983;;IV;Architecture;III;;
XÉNAKIS Iannis ;XÉNAKIS Iannis ;;1921;2001;;;;;;1983;2001;V;Composition Music;V;;
d'HAUTERIVES Arnaud ;d'HAUTERIVES Arnaud ;;1933;;;;;;;1984;;XI;Peinture;I;;
FÉRAUD Albert ;FÉRAUD Albert ;;1921;2008;;;;;;1989;2008;VII;Sculpture;II;;
NIGG Serge ;NIGG Serge ;;1924;2008;;;;;;1989;1815;IV;Composition Music;V;;
VIEILLARD Roger ;VIEILLARD Roger ;;1907;1989;;;;;;1989;1989;I;Gravure;IV;;
CARRON Pierre ;CARRON Pierre ;;1932;;;;;;;1990;;II;Peinture;I;;
LANVIN Gérard ;LANVIN Gérard ;;1923;;;;;;;1990;;VI;Sculpture;II;;
PRODROMIDÈS Jean ;PRODROMIDÈS Jean ;;1927;;;;;;;1990;;II;Composition Music;V;;
DEWASNE Jean ;DEWASNE Jean ;;1921;1999;;;;;;1991;1999;XIII;Peinture;I;;
GRANIER Jean-Marie ;GRANIER Jean-Marie ;;1922;2007;;;;;;1991;2007;I;Gravure;IV;;
ABEILLE Claude ;Abeille, Claude;ABEILLE Claude ;1930;;;;;;;1992;;II;Sculpture;II;;
CONSTANT Marius ;CONSTANT Marius ;;1925;2004;;;;;;1992;2004;VII;Composition Music;V;;
STAHLY François ;STAHLY François ;;1911;2006;;;;;;1992;2006;III;Sculpture;II;;
PONCET Antoine ;PONCET Antoine ;;1928;;;;;;;1993;;VIII;Sculpture;II;;
QUILLIVIC René  ;QUILLIVIC René  ;;1925;;;;;;;1994;;IV;Gravure;IV;;
FLORENTZ Jean-Louis ;FLORENTZ Jean-Louis ;;1947;;;;;;;1995;;III;Composition Music;V;;
ANDREU Paul ;ANDREU Paul ;;1938;;;;;;;1996;;IX;Architecture;III;Paul Andreu;
CHU Teh Chun ;CHU Teh Chun ;;1920;;;;;;;1997;;IX;Peinture;I;;
de ROUGEMONT Guy ;de ROUGEMONT Guy ;;1935;;;;;;;1997;;VIII;Peinture;I;;
WOGENSCKY André ;WOGENSCKY André ;;1916;2004;;;;;;1998;2004;I;Architecture;III;;
ZEHRFUSS Bernard ;ZEHRFUSS Bernard ;;1911;1996;;;;;;1998;1996;II;Architecture;III;;
BALLADUR Jean ;BALLADUR Jean ;;1924;2002;;;;;;1999;2002;V;Architecture;III;;
DEBRE Olivier ;DEBRE Olivier ;;1920;1999;;;;;;1999;1999;IV;Peinture;I;;
ETIENNE-MARTIN ;ETIENNE-MARTIN ;;1913;1995;;;;;;1999;1995;V;Sculpture;II;;
TRENET Charles  ;TRENET Charles  ;;1913;2001;;;;;;1999;2001;VIII;Composition Music;V;;
Laurent PETITGIRARD ;Laurent PETITGIRARD ;;1950;;;;;;;2000;;I;Composition Music;V;;
CORTOT Jean ;CORTOT Jean ;;1925;;;;;;;2001;;IV;Peinture;I;;
MILLECAMPS Yves ;MILLECAMPS Yves ;;1930;;;;;;;2001;;XIII;Peinture;I;;
TADDEI Jacques ;TADDEI Jacques ;;1946;2012;;;;;;2001;2012;VIII;Composition Music;V;;
BOIRET Yves ;BOIRET Yves ;;1926;;;;;;;2002;;X;Architecture;III;;
MÂCHE François-Bernard ;MÂCHE François-Bernard ;;1935;;;;;;;2002;;V;Composition Music;V;;
ZAO Wou-Ki ;ZAO Wou-Ki ;;1921;;;;;;;2002;;X;Peinture;I;;
BERGE Louis-René ;BERGE Louis-René ;;1927;;;;;;;2005;;III;Gravure;IV;;
CANAT de CHIZY Edith ;CANAT de CHIZY Edith ;;1950;;;;;;;2005;;VI;Composition Music;V;;
PARENT Claude ;PARENT Claude ;;1923;;;;;;;2005;;V;Architecture;III;;
VELICKOVIC Vladimir ;VELICKOVIC Vladimir ;;1935;;;;;;;2006;;VII;Peinture;I;;
TERZIEV Brigitte ;TERZIEV Brigitte ;;1943;;;;;;;2007;;IX;Sculpture;II;;
DESMAZIERES Erik ;DESMAZIERES Erik ;;1948;;;;;;;2008;;I;Gravure;IV;;
PIERRE-EDOUARD ;PIERRE-EDOUARD ;;1959;;;;;;;2008;;VII;Sculpture;II;;
ROUGERIE Jacques ;ROUGERIE Jacques ;;1945;;;;;;;2008;;I;Architecture;III;;
ZUBLENA Aymeric ;ZUBLENA Aymeric ;;1936;;;;;;;2008;;III;Architecture;III;;
LEVINAS Michaël ;LEVINAS Michaël ;;1949;;;;;;;2009;;III;Composition Music;V;;
Full Name;ULAN Name;;Birth Year;Death Year;;;VIAF;ULAN;;Start Date;End Date;Seat;Section;Section Number ;WikiName;Wiki URL
ALPHAND Jean ;ALPHAND Jean ;;1817;1891;;;;;;;;IV;Membres libres;VI;;
ARBUS André ;ARBUS André ;;1903;1969;;;;;;;;I;Membres libres;VI;;
ARENBERG Prince d' ;ARENBERG Prince d' ;;1837;1924;;;;;;;;III;Membres libres;VI;Auguste-Louis-Albéric, prince d'Arenberg;
AUMALE Duc d’ ;AUMALE Duc d’ ;;1822;1897;;;;;;;;III;Membres libres;VI;;
BASCHET René ;BASCHET René ;;1860;1949;;;;;;;;IV;Membres libres;VI;;
BAZIN Germain ;BAZIN Germain ;;1901;1990;;;;;;;;I;Membres libres;VI;;
BÉJART Maurice ;BÉJART Maurice ;;1927;2007;;;;;;;;IV;Membres libres;VI;;
BERGER Georges ;BERGER Georges ;;1834;1910;;;;;;;;VII;Membres libres;VI;;
BETTENCOURT André ;BETTENCOURT André ;;1919;2007;;;;;;;;XI;Membres libres;VI;;
BLACAS d'AULPS Pierre ;BLACAS d'AULPS Pierre ;;1771;1839;;;;;;;;II;Membres libres;VI;;
BOURGUIGNON Jean ;BOURGUIGNON Jean ;;1876;1953;;;;;;;;III;Membres libres;VI;;
CAIN Julien ;CAIN Julien ;;1887;1975;;;;;;;;X;Membres libres;VI;;
CARDIN Pierre ;CARDIN Pierre ;;1922;;;;;;;;;III;Membres libres;VI;;
CARNÉ Marcel ;CARNÉ Marcel ;;1906;1996;;;;;;;;IV;Membres libres;VI;;
CASTELLAN Antoine ;CASTELLAN Antoine ;;1772;1838;;;;;;;;V;Membres libres;VI;;
CASTELNAU Vicomte de ;CASTELNAU Vicomte de ;;1851;1944;;;;;;;;IV;Membres libres;VI;;
CHENNEVIÈRES Marquis de ;CHENNEVIÈRES Marquis de ;;1820;1899;;;;;;;;VI;Membres libres;VI;;
CHRISTIE William ;CHRISTIE William ;;1944;;;;;;;;;I;Membres libres;VI;;
CLARAC Comte de ;CLARAC Comte de ;;1777;1847;;;;;;;;V;Membres libres;VI;;
COMTE Jules ;COMTE Jules ;;1816;1912;;;;;;;;II;Membres libres;VI;;
CORNU André ;CORNU André ;;1892;1980;;;;;;;;XI;Membres libres;VI;;
DAVID-WEILL David ;DAVID-WEILL David ;;1871;1952;;;;;;;;I;Membres libres;VI;;
DAVID-WEILL Michel ;DAVID-WEILL Michel ;;1932;;;;;;;;;;Membres libres;VI;;
DAVID-WEILL Pierre ;DAVID-WEILL Pierre ;;1900;1975;;;;;;;;I;Membres libres;VI;;
de CAILLEUX Alphonse ;de CAILLEUX Alphonse ;;1787;1876;;;;;;;;I;Membres libres;VI;;
de CARDAILLAC Jacques ;de CARDAILLAC Jacques ;;1818;1879;;;;;;;;III;Membres libres;VI;;
de CAROLIS Patrick ;de CAROLIS Patrick ;;1953;;;;;;;;;XI;Membres libres;VI;;
de ROTHSCHILD Alphonse ;de ROTHSCHILD Alphonse ;;1827;1905;;;;;;;;I;Membres libres;VI;;
de ROTHSCHILD Maurice ;de ROTHSCHILD Maurice ;;1881;1957;;;;;;;;II;Membres libres;VI;;
DEBAT François ;DEBAT François ;;1882;1956;;;;;;;;XI;Membres libres;VI;;
DEHAYE Pierre ;DEHAYE Pierre ;;1921;2008;;;;;;;;II;Membres libres;VI;;
DELABORDE Henri ;DELABORDE Henri ;;1811;1899;;;;;;;;III;Membres libres;VI;;
deSELVES Justin ;deSELVES Justin ;;1818;1934;;;;;;;;IV;Membres libres;VI;;
DODEIGNE Eugène ;DODEIGNE Eugène ;;1923;;;;;;;;;V;Sculpture;II;;
DORIA Comte ;DORIA Comte ;;1890;1977;;;;;;;;IV;Membres libres;VI;;
DUCHATEL Charles ;DUCHATEL Charles ;;1803;1867;;;;;;;;III;Membres libres;VI;;
DUMONT Aristide ;DUMONT Aristide ;;1790;1853;;;;;;;;II;Membres libres;VI;;
DUX Pierre ;DUX Pierre ;;1908;1990;;;;;;;;III;Membres libres;VI;;
FARÉ Michel ;FARÉ Michel ;;1913;1985;;;;;;;;XI;Membres libres;VI;;
FOLLIASSON Michel ;FOLLIASSON Michel ;;1925;;;;;;;;;II;Architecture;III;;
FOULD Achille ;FOULD Achille ;;1800;1867;;;;;;;;IV;Membres libres;VI;;
GALL Hugues R. ;GALL Hugues R. ;;1940;;;;;;;;;III;Membres libres;VI;;
GAVOTY Bernard ;GAVOTY Bernard ;;1908;1981;;;;;;;;;Membres libres;VI;;
GRUYER François ;GRUYER François ;;1825;1909;;;;;;;;IV;Membres libres;VI;;
HAUSSMANN Baron ;HAUSSMANN Baron ;;1809;1891;;;;;;;;IV;Membres libres;VI;;
HAUTECŒUR Louis ;HAUTECŒUR Louis ;;1884;1973;;;;;;;;II;Membres libres;VI;;
HOMOLLE Théophile ;HOMOLLE Théophile ;;1848;1925;;;;;;;;VII;Membres libres;VI;;
HOURTICQ Louis ;HOURTICQ Louis ;;1875;1944;;;;;;;;;Membres libres;VI;;
KUNSTLER Charles ;KUNSTLER Charles ;;1887;1977;;;;;;;;III;Membres libres;VI;;
LABROUSSE François ;LABROUSSE François ;;1878;1951;;;;;;;;;Membres libres;VI;;
LAFENESTRE Georges ;LAFENESTRE Georges ;;1837;1919;;;;;;;;IV;Membres libres;VI;;
LAURISTON Jacques ;LAURISTON Jacques ;;1768;1828;;;;;;;;III;Membres libres;VI;;
LEMOISNE André ;LEMOISNE André ;;1875;1964;;;;;;;;IV;Membres libres;VI;;
LEMONNIER Henry ;LEMONNIER Henry ;;1842;1936;;;;;;;;II;Membres libres;VI;;
LOYRETTE Henri ;LOYRETTE Henri ;;1952;;;;;;;;;X;Membres libres;VI;;
MARCEAU Marcel ;MARCEAU Marcel ;;1923;2007;;;;;;;;I;Membres libres;VI;;
MICHEL Emile ;MICHEL Emile ;;1828;1909;;;;;;;;II;Membres libres;VI;;
MICHEL François- Bernard ;MICHEL François- Bernard ;;1936;;;;;;;;;XIII;Membres libres;VI;;
MOREAU-NELATON Etienne ;MOREAU-NELATON Etienne ;;1859;1927;;;;;;;;;Membres libres;VI;;
NIEUWERKERKE Alfred ;NIEUWERKERKE Alfred ;;1811;1892;;;;;;;;II;Membres libres;VI;;
PALEWSKI Gaston ;PALEWSKI Gaston ;;1901;1984;;;;;;;;;Membres libres;VI;;
PAUWELS Louis ;PAUWELS Louis ;;1920;1997;;;;;;;;X;Membres libres;VI;;
PERRIN Emile ;PERRIN Emile ;;1815;1885;;;;;;;;I;Membres libres;VI;;
PRADEL Comte de ;PRADEL Comte de ;;1779;1857;;;;;;;;IV;Membres libres;VI;;
RÉAU Louis ;RÉAU Louis ;;1881;1961;;;;;;;;XI;Membres libres;VI;;
REY Robert ;REY Robert ;;1888;1964;;;;;;;;I;Membres libres;VI;;
RICHELIEU Duc de ;RICHELIEU Duc de ;;1766;1822;;;;;;;;III;Membres libres;VI;;
RICHER Paul ;RICHER Paul ;;1849;1933;;;;;;;;I;Membres libres;VI;;
ROUCHÉ Jacques ;ROUCHÉ Jacques ;;1862;1957;;;;;;;;III;Membres libres;VI;;
ROUJON Henri ;ROUJON Henri ;;1853;1914;;;;;;;;VI;Membres libres;VI;;
SARRAUT Albert ;SARRAUT Albert ;;1872;1962;;;;;;;;I;Membres libres;VI;;
SIMÉON Joseph ;SIMÉON Joseph ;;1781;1846;;;;;;;;III;Membres libres;VI;;
SUBES Raymond ;SUBES Raymond ;;1891;1970;;;;;;;;III;Membres libres;VI;;
TAYLOR Baron ;TAYLOR Baron ;;1789;1879;;;;;;;;V;Membres libres;VI;;
VAUBLANC Comte de ;VAUBLANC Comte de ;;1756;1846;;;;;;;;I;Membres libres;VI;;
VAUDREUIL Comte de ;VAUDREUIL Comte de ;;1740;1817;;;;;;;;III;Membres libres;VI;;
WEILLER Paul-Louis ;WEILLER Paul-Louis ;;1893;1993;;;;;;;;IV;Membres libres;VI;;
WILDENSTEIN Daniel ;WILDENSTEIN Daniel ;;1917;2001;;;;;;;;III;Membres libres;VI;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
SECTION VII - CREATIONS ARTISTIQUES;;;;;;;;;;;;;;;;
DANS LE CINEMA ET L’AUDIOVISUEL;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
FAUTEUIL I;;;;;;;;;;;;;;;;
Fauteuil transféré dans la section de Composition musicale en 1998;;;;;;;;;;;;;;;;
SAUGUET Henri ;;;1901-1989);;;;;;;;;;;;;
PRODROMIDÈS Jean ;;;1901-1989);;;;;;;;;;;;;
FAUTEUIL II;;;;;;;;;;;;;;;;
CARNÉ Marcel ;;;1906-1996);;;;;;;;;;;;;
POLANSKI Roman ;;;1933);;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
FAUTEUIL III;;;;;;;;;;;;;;;;
CLÉMENT René ;;;1913-1996);;;;;;;;;;;;;
OURY Gérard ;;;1919-2006);;;;;;;;;;;;;
ANNAUD Jean-Jacques ;;;1943);;;;;;;;;;;;;
FAUTEUIL IV;;;;;;;;;;;;;;;;
SCHŒNDŒRFFER Pierre ;;;1928-2012);;;;;;;;;;;;;
FAUTEUIL V;;;;;;;;;;;;;;;;
AUTANT-LARA Claude ;;;1901-2000 );;;;;;;;;;;;;
GIROD Francis ;;;1944-2006);;;;;;;;;;;;;
FAUTEUIL VI;;;;;;;;;;;;;;;;
BRAYER Yves ;;;1907-1990);;;;;;;;;;;;;
VERNEUIL Henri ;;;1920-2002);;;;;;;;;;;;;
WARGNIER Régis ;;;1948);;;;;;;;;;;;;
FAUTEUIL VII;;;;;;;;;;;;;;;;
créé par le décret du 8 juin 1998;;;;;;;;;;;;;;;;
MOREAU Jeanne;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;FOREIGN CORREPONDENTS;;;;;;;;;;;;
;;;;http://www.academie-des-beaux-arts.fr/membres/;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
